TimeStamp;2025-07-07 12-02-27;2025-07-07 12-02-45;2025-07-07 12-03-03;2025-07-07 12-03-22;2025-07-07 12-03-40;2025-07-07 12-03-58;2025-07-07 12-04-16;2025-07-07 12-04-34;2025-07-07 12-04-53;2025-07-07 12-05-11;2025-07-07 12-05-29;2025-07-07 12-05-47;2025-07-07 12-06-06;2025-07-07 12-06-24;2025-07-07 12-06-42;2025-07-07 12-07-00;2025-07-07 12-07-19;2025-07-07 12-07-37;2025-07-07 12-07-55;2025-07-07 12-08-13;2025-07-07 12-08-32;2025-07-07 12-08-50;2025-07-07 12-09-08;2025-07-07 12-09-26;2025-07-07 12-09-45;2025-07-07 12-10-03;2025-07-07 12-10-21;2025-07-07 12-10-39;2025-07-07 12-10-58;2025-07-07 12-11-16;2025-07-07 12-11-34;2025-07-07 12-11-52;2025-07-07 12-12-11;2025-07-07 12-12-29;2025-07-07 12-12-47;2025-07-07 12-13-05;2025-07-07 12-13-23;2025-07-07 12-13-42;2025-07-07 12-14-00;2025-07-07 12-14-17;2025-07-07 12-14-36;2025-07-07 12-14-54;2025-07-07 12-15-12;2025-07-07 12-15-30;2025-07-07 12-15-49;2025-07-07 12-16-07;2025-07-07 12-16-25;2025-07-07 12-16-43;2025-07-07 12-17-02;2025-07-07 12-17-20;2025-07-07 12-17-39;2025-07-07 12-17-58;2025-07-07 12-18-16;2025-07-07 12-18-34;2025-07-07 12-18-52;2025-07-07 12-19-11;2025-07-07 12-19-29;2025-07-07 12-19-47;2025-07-07 12-20-06;2025-07-07 12-20-24;2025-07-07 12-20-42;2025-07-07 12-21-00;2025-07-07 12-21-18;2025-07-07 12-21-37
0.010;0.004936;0.004945;0.004864;0.004972;0.004963;0.004981;0.004972;0.004676;0.004945;0.004954;0.004972;0.004927;0.004810;0.004963;0.004954;0.004981;0.004981;0.004972;0.004972;0.004972;0.004972;0.004972;0.004963;0.004963;0.004981;0.004981;0.004972;0.004954;0.004963;0.004972;0.004945;0.004972;0.004945;0.004981;0.004990;0.004766;0.004972;0.004981;0.004936;0.004981;0.004918;0.004954;0.004963;0.004945;0.004990;0.004990;0.004981;0.004972;0.004972;0.004972;0.004900;0.004900;0.004945;0.004927;0.004954;0.004810;0.004954;0.004900;0.004963;0.004963;0.004945;0.004757;0.004981;0.004981
0.020;0.004828;0.004972;0.004963;0.004927;0.004900;0.004963;0.004954;0.004882;0.004981;0.004981;0.004981;0.004981;0.004945;0.004891;0.004981;0.004918;0.004981;0.004927;0.004882;0.004972;0.004972;0.004972;0.004981;0.004972;0.004981;0.004918;0.004963;0.004972;0.004972;0.004972;0.004990;0.004981;0.004981;0.004981;0.004981;0.004927;0.004981;0.004972;0.004981;0.004945;0.004963;0.004990;0.004990;0.004837;0.004972;0.004972;0.004972;0.004972;0.004945;0.004954;0.004972;0.004900;0.004990;0.004990;0.004990;0.004936;0.004855;0.004972;0.004972;0.004990;0.004999;0.004927;0.004954;0.004954
0.030;0.004828;0.004963;0.004972;0.004927;0.004766;0.004891;0.004873;0.004963;0.004972;0.004972;0.004981;0.004981;0.004972;0.004891;0.004972;0.004793;0.004909;0.004810;0.004748;0.004972;0.004918;0.004927;0.004972;0.004945;0.004936;0.004784;0.004963;0.004954;0.004954;0.004909;0.004981;0.004963;0.004981;0.004981;0.004936;0.004981;0.004963;0.004918;0.004972;0.004810;0.004963;0.004981;0.004981;0.004837;0.004864;0.004900;0.004972;0.004900;0.004819;0.004954;0.004972;0.004972;0.004981;0.004981;0.004981;0.004936;0.004649;0.004981;0.004954;0.004981;0.004990;0.004981;0.004846;0.004864
0.040;0.004524;0.004873;0.004954;0.004802;0.004524;0.004891;0.004730;0.004972;0.004909;0.004900;0.004954;0.004936;0.004972;0.004757;0.004891;0.004524;0.004784;0.004524;0.004524;0.004927;0.004766;0.004927;0.004972;0.004855;0.004828;0.004524;0.004909;0.004864;0.004864;0.004909;0.004927;0.004864;0.004918;0.004945;0.004802;0.004981;0.004873;0.004784;0.004927;0.004524;0.004918;0.004909;0.004900;0.004524;0.004658;0.004900;0.004891;0.004766;0.004524;0.004855;0.004945;0.004972;0.004918;0.004936;0.004918;0.004972;0.004479;0.004945;0.004864;0.004900;0.004954;0.004981;0.004542;0.004864
0.050;0.004461;0.004730;0.004855;0.004524;0.004371;0.004757;0.004524;0.004936;0.004766;0.004900;0.004855;0.004936;0.004918;0.004524;0.004739;0.004389;0.004524;0.004425;0.004309;0.004802;0.004524;0.004802;0.004891;0.004587;0.004524;0.004363;0.004766;0.004712;0.004703;0.004775;0.004802;0.004712;0.004784;0.004810;0.004524;0.004972;0.004703;0.004784;0.004793;0.004443;0.004784;0.004757;0.004757;0.004452;0.004506;0.004748;0.004739;0.004524;0.004470;0.004703;0.004837;0.004945;0.004775;0.004810;0.004775;0.004972;0.004246;0.004828;0.004703;0.004757;0.004828;0.004945;0.004461;0.004703
0.060;0.004255;0.004524;0.004676;0.004407;0.004371;0.004524;0.004524;0.004819;0.004524;0.004766;0.004703;0.004802;0.004918;0.004336;0.004524;0.004130;0.004380;0.004174;0.004058;0.004524;0.004354;0.004524;0.004748;0.004470;0.004434;0.004112;0.004524;0.004506;0.004488;0.004524;0.004524;0.004488;0.004524;0.004524;0.004524;0.004927;0.004488;0.004524;0.004524;0.004201;0.004524;0.004524;0.004524;0.004210;0.004264;0.004524;0.004524;0.004354;0.004470;0.004497;0.004524;0.004819;0.004524;0.004524;0.004524;0.004909;0.004004;0.004524;0.004488;0.004524;0.004828;0.004810;0.004228;0.004488
0.070;0.003995;0.004300;0.004488;0.004156;0.004112;0.004336;0.004300;0.004560;0.004345;0.004524;0.004479;0.004524;0.004775;0.004085;0.004318;0.003870;0.004121;0.003915;0.003798;0.004398;0.004094;0.004398;0.004524;0.004237;0.004210;0.003861;0.004345;0.004273;0.004255;0.004363;0.004389;0.004255;0.004380;0.004434;0.004389;0.004793;0.004488;0.004363;0.004380;0.003941;0.004389;0.004336;0.004336;0.003950;0.004004;0.004309;0.004309;0.004354;0.004228;0.004264;0.004461;0.004524;0.004524;0.004434;0.004354;0.004766;0.004004;0.004470;0.004246;0.004318;0.004524;0.004524;0.003968;0.004255
0.080;0.003753;0.004040;0.004255;0.003906;0.003861;0.004085;0.004067;0.004470;0.004094;0.004336;0.004237;0.004416;0.004524;0.003825;0.004085;0.003646;0.003879;0.003682;0.003574;0.004148;0.003852;0.004148;0.004309;0.003977;0.003941;0.003861;0.004094;0.004022;0.004255;0.004112;0.004139;0.004004;0.004121;0.004183;0.004130;0.004524;0.004273;0.004103;0.004121;0.003682;0.004139;0.004076;0.004076;0.003709;0.003744;0.004049;0.004049;0.004094;0.003968;0.004013;0.004219;0.004434;0.004363;0.004434;0.004094;0.004524;0.003762;0.004228;0.003986;0.004067;0.004434;0.004416;0.003717;0.003995
0.090;0.003547;0.004040;0.004004;0.003673;0.003637;0.003825;0.003816;0.004228;0.003843;0.004085;0.003986;0.004165;0.004363;0.003610;0.003825;0.003467;0.003879;0.003682;0.003574;0.003888;0.003628;0.003915;0.004049;0.003744;0.003709;0.003646;0.003852;0.003762;0.003995;0.003852;0.003879;0.003744;0.003861;0.003924;0.003870;0.004398;0.004013;0.003852;0.003861;0.003502;0.003879;0.003843;0.004076;0.003520;0.003547;0.003807;0.003798;0.003843;0.003726;0.003753;0.003950;0.004201;0.004130;0.004174;0.003843;0.004345;0.003547;0.003968;0.003744;0.004067;0.004183;0.004165;0.003520;0.003744
0.100;0.003377;0.003789;0.003771;0.003494;0.003458;0.003601;0.003592;0.004228;0.003843;0.003834;0.003735;0.003924;0.004103;0.003440;0.003825;0.003467;0.003646;0.003511;0.003395;0.003673;0.003458;0.003673;0.003807;0.003547;0.003520;0.003467;0.003610;0.003556;0.003744;0.003628;0.003655;0.003547;0.003628;0.003700;0.003646;0.004148;0.003771;0.003619;0.003664;0.003341;0.003655;0.003619;0.003816;0.003368;0.003377;0.003592;0.003574;0.003619;0.003520;0.003547;0.003717;0.003941;0.003879;0.003915;0.003637;0.004085;0.003386;0.003726;0.003744;0.003816;0.003924;0.004165;0.003350;0.003538
