TimeStamp;2025-07-07 12-02-32;2025-07-07 12-02-50;2025-07-07 12-03-09;2025-07-07 12-03-27;2025-07-07 12-03-45;2025-07-07 12-04-03;2025-07-07 12-04-22;2025-07-07 12-04-40;2025-07-07 12-04-58;2025-07-07 12-05-16;2025-07-07 12-05-35;2025-07-07 12-05-53;2025-07-07 12-06-11;2025-07-07 12-06-29;2025-07-07 12-06-47;2025-07-07 12-07-05;2025-07-07 12-07-24;2025-07-07 12-07-42;2025-07-07 12-08-00;2025-07-07 12-08-19;2025-07-07 12-08-37;2025-07-07 12-08-55;2025-07-07 12-09-13;2025-07-07 12-09-31;2025-07-07 12-09-50;2025-07-07 12-10-08;2025-07-07 12-10-27;2025-07-07 12-10-45;2025-07-07 12-11-03;2025-07-07 12-11-21;2025-07-07 12-11-39;2025-07-07 12-11-57;2025-07-07 12-12-16;2025-07-07 12-12-34;2025-07-07 12-12-52;2025-07-07 12-13-10;2025-07-07 12-13-29;2025-07-07 12-13-47;2025-07-07 12-14-05;2025-07-07 12-14-22;2025-07-07 12-14-41;2025-07-07 12-14-59;2025-07-07 12-15-17;2025-07-07 12-15-36;2025-07-07 12-15-54;2025-07-07 12-16-12;2025-07-07 12-16-30;2025-07-07 12-16-48;2025-07-07 12-17-07;2025-07-07 12-17-25;2025-07-07 12-17-45;2025-07-07 12-18-03;2025-07-07 12-18-21;2025-07-07 12-18-39;2025-07-07 12-18-58;2025-07-07 12-19-16;2025-07-07 12-19-35;2025-07-07 12-19-53;2025-07-07 12-20-11;2025-07-07 12-20-29;2025-07-07 12-20-47;2025-07-07 12-21-05;2025-07-07 12-21-24;2025-07-07 12-21-42
0.010;0.294700;0.044000;0.084600;0.030800;0.101700;0.082700;0.038100;0.150300;0.317700;0.184400;0.079400;0.044600;0.110900;0.084000;0.036100;0.125400;0.291400;0.045900;0.082700;0.036100;0.116200;0.075400;0.044600;0.142500;0.280300;0.036100;0.086600;0.132600;0.111600;0.078700;0.035400;0.114200;0.301900;0.056400;0.070800;0.032800;0.092500;0.082000;0.032200;0.135200;0.299300;0.030800;0.078100;0.025600;0.093800;0.080700;0.053800;0.129300;0.309800;0.023600;0.074100;0.025600;0.104300;0.075400;0.036800;0.148400;0.290800;0.036700;0.076100;0.050500;0.107600;0.073500;0.045900;0.124700
0.020;0.305900;0.044000;0.085900;0.032800;0.099700;0.084000;0.044000;0.148400;0.311100;0.183800;0.079400;0.040000;0.110900;0.085300;0.038100;0.125400;0.293400;0.045300;0.082700;0.042000;0.116200;0.075400;0.040700;0.131300;0.280300;0.046600;0.088600;0.133900;0.111600;0.078700;0.044000;0.114200;0.306500;0.056400;0.080000;0.043300;0.092500;0.082000;0.032200;0.135200;0.303900;0.030800;0.078100;0.032200;0.092500;0.072100;0.055100;0.131300;0.309800;0.031500;0.074100;0.035400;0.105000;0.076100;0.036800;0.148400;0.289500;0.035400;0.076100;0.033500;0.103000;0.080000;0.038100;0.130600
0.030;0.305900;0.044000;0.085300;0.030800;0.100400;0.082000;0.044600;0.148400;0.315100;0.186400;0.079400;0.040000;0.108900;0.085300;0.038100;0.130600;0.293400;0.045300;0.084000;0.038700;0.115500;0.079400;0.039400;0.140500;0.280900;0.034100;0.087900;0.133900;0.116200;0.078700;0.038700;0.124700;0.303300;0.054400;0.076100;0.036100;0.090500;0.074800;0.046000;0.137900;0.302600;0.023000;0.081300;0.033500;0.091200;0.073500;0.056400;0.131900;0.306500;0.027600;0.072100;0.031500;0.103000;0.072800;0.036100;0.147100;0.289500;0.041400;0.079400;0.042700;0.103700;0.073500;0.045900;0.129300
0.040;0.305900;0.044000;0.085900;0.032200;0.098400;0.082000;0.044600;0.147700;0.315100;0.186400;0.079400;0.040000;0.108900;0.083300;0.036100;0.131300;0.295400;0.047300;0.085300;0.040000;0.120800;0.079400;0.042700;0.139200;0.279600;0.039400;0.087900;0.133300;0.114900;0.076100;0.043300;0.120100;0.301900;0.055100;0.078700;0.036100;0.099100;0.076100;0.036800;0.135900;0.301900;0.032800;0.081300;0.029500;0.096500;0.076700;0.053800;0.131900;0.306500;0.029500;0.067500;0.034100;0.107600;0.072800;0.040000;0.146400;0.289500;0.028900;0.082000;0.040700;0.103700;0.073500;0.044000;0.128700
0.050;0.303900;0.039400;0.085300;0.029500;0.098400;0.084600;0.044600;0.146400;0.314400;0.187000;0.082000;0.042000;0.113500;0.083300;0.039400;0.127300;0.295400;0.046600;0.083300;0.040000;0.116200;0.078100;0.042700;0.139200;0.280300;0.034100;0.085900;0.133300;0.112900;0.078100;0.035400;0.122100;0.301900;0.056400;0.072800;0.040000;0.091900;0.078700;0.044600;0.136500;0.301900;0.024900;0.081300;0.029500;0.091200;0.076700;0.053800;0.134600;0.300600;0.029500;0.073500;0.034100;0.107600;0.075400;0.040000;0.147700;0.293400;0.042000;0.080000;0.040700;0.103000;0.077400;0.044000;0.128700
0.060;0.303900;0.039400;0.086600;0.029500;0.100400;0.082700;0.044000;0.145700;0.314400;0.187000;0.081300;0.041400;0.114200;0.083300;0.037400;0.128700;0.293400;0.049900;0.083300;0.035400;0.119500;0.078700;0.039400;0.138500;0.280300;0.036100;0.085900;0.133300;0.112900;0.078100;0.038700;0.118800;0.303300;0.056400;0.075400;0.040700;0.091900;0.078700;0.040000;0.131300;0.307200;0.032200;0.081300;0.030200;0.091200;0.076100;0.048600;0.128000;0.305200;0.028200;0.073500;0.032800;0.105700;0.072800;0.033500;0.147700;0.290800;0.036800;0.080000;0.035400;0.098400;0.074100;0.041400;0.126000
0.070;0.305900;0.041400;0.080700;0.023000;0.100400;0.084000;0.044600;0.145700;0.317700;0.190300;0.078700;0.042000;0.112900;0.084000;0.038700;0.127300;0.296000;0.049900;0.080000;0.037400;0.109600;0.074800;0.039400;0.138500;0.285500;0.036100;0.084600;0.133300;0.107600;0.078100;0.038700;0.118800;0.303900;0.062300;0.075400;0.037400;0.090500;0.082000;0.039400;0.135900;0.302600;0.031500;0.084000;0.027600;0.097100;0.076100;0.048600;0.131900;0.303900;0.028200;0.066900;0.030800;0.105700;0.072800;0.039400;0.141800;0.292100;0.036800;0.074100;0.035400;0.101700;0.074100;0.044000;0.130000
0.080;0.309800;0.041400;0.080700;0.023000;0.098400;0.080700;0.040000;0.147700;0.315100;0.189700;0.084600;0.039400;0.112900;0.085900;0.036100;0.127300;0.299300;0.048600;0.080000;0.032800;0.109600;0.074800;0.035400;0.136500;0.285500;0.036800;0.084600;0.134600;0.107600;0.076100;0.038700;0.118800;0.307200;0.062300;0.074800;0.041400;0.090500;0.082000;0.039400;0.135900;0.311100;0.031500;0.084000;0.032800;0.091200;0.066900;0.053800;0.129300;0.303900;0.028200;0.075400;0.037400;0.103700;0.076100;0.033500;0.141800;0.288800;0.038700;0.074100;0.037400;0.096500;0.074100;0.035400;0.123400
0.090;0.302600;0.037400;0.090500;0.030800;0.105700;0.088600;0.044000;0.147700;0.309800;0.185100;0.084000;0.044600;0.113500;0.085900;0.036100;0.130600;0.299300;0.048600;0.089900;0.043300;0.119500;0.078100;0.041400;0.137900;0.278300;0.038100;0.086600;0.131300;0.120100;0.082700;0.041400;0.118800;0.305200;0.050500;0.078100;0.039400;0.097800;0.072800;0.043300;0.127300;0.299300;0.034100;0.085900;0.031500;0.095800;0.081300;0.051800;0.129300;0.303300;0.023000;0.070200;0.032800;0.106300;0.075400;0.040000;0.150300;0.288100;0.039400;0.084000;0.036100;0.104300;0.076700;0.044600;0.129300
0.100;0.302600;0.037400;0.088600;0.030800;0.105000;0.088600;0.044000;0.149700;0.310500;0.185100;0.084000;0.042700;0.113500;0.088600;0.040700;0.131300;0.293400;0.046600;0.087900;0.040000;0.115500;0.078100;0.039400;0.136500;0.278300;0.035400;0.086600;0.130600;0.111600;0.080700;0.042700;0.118800;0.304600;0.057100;0.076700;0.039400;0.096500;0.077400;0.044000;0.140500;0.303900;0.028200;0.085900;0.035400;0.097100;0.076100;0.056400;0.133900;0.303300;0.026200;0.068900;0.037400;0.107000;0.075400;0.039400;0.148400;0.288100;0.031500;0.080000;0.039400;0.104300;0.076700;0.041400;0.124100
