TimeStamp;2025-07-07 12-02-34;2025-07-07 12-02-52;2025-07-07 12-03-11;2025-07-07 12-03-29;2025-07-07 12-03-47;2025-07-07 12-04-05;2025-07-07 12-04-24;2025-07-07 12-04-42;2025-07-07 12-05-00;2025-07-07 12-05-18;2025-07-07 12-05-37;2025-07-07 12-05-55;2025-07-07 12-06-13;2025-07-07 12-06-31;2025-07-07 12-06-49;2025-07-07 12-07-07;2025-07-07 12-07-26;2025-07-07 12-07-44;2025-07-07 12-08-02;2025-07-07 12-08-21;2025-07-07 12-08-39;2025-07-07 12-08-57;2025-07-07 12-09-15;2025-07-07 12-09-33;2025-07-07 12-09-52;2025-07-07 12-10-10;2025-07-07 12-10-29;2025-07-07 12-10-47;2025-07-07 12-11-05;2025-07-07 12-11-23;2025-07-07 12-11-41;2025-07-07 12-11-59;2025-07-07 12-12-18;2025-07-07 12-12-36;2025-07-07 12-12-54;2025-07-07 12-13-12;2025-07-07 12-13-31;2025-07-07 12-13-49;2025-07-07 12-14-07;2025-07-07 12-14-24;2025-07-07 12-14-43;2025-07-07 12-15-01;2025-07-07 12-15-19;2025-07-07 12-15-38;2025-07-07 12-15-56;2025-07-07 12-16-14;2025-07-07 12-16-32;2025-07-07 12-16-50;2025-07-07 12-17-09;2025-07-07 12-17-27;2025-07-07 12-17-47;2025-07-07 12-18-05;2025-07-07 12-18-23;2025-07-07 12-18-41;2025-07-07 12-19-00;2025-07-07 12-19-18;2025-07-07 12-19-37;2025-07-07 12-19-55;2025-07-07 12-20-13;2025-07-07 12-20-31;2025-07-07 12-20-49;2025-07-07 12-21-07;2025-07-07 12-21-26;2025-07-07 12-21-44
0.010;0.007185;0.006862;0.007265;0.007185;0.006943;0.007158;0.006656;0.007122;0.007274;0.007140;0.007229;0.006665;0.006916;0.007104;0.007149;0.006790;0.007319;0.006934;0.007427;0.007382;0.006961;0.007077;0.006889;0.007220;0.007373;0.006880;0.006952;0.007095;0.007068;0.007355;0.006871;0.007203;0.007104;0.007274;0.007113;0.007140;0.007149;0.006871;0.007077;0.007310;0.007283;0.007256;0.006907;0.007355;0.007032;0.006764;0.006952;0.006719;0.007131;0.007194;0.007203;0.007113;0.007140;0.007113;0.007131;0.007292;0.007364;0.007122;0.007194;0.006835;0.007077;0.007014;0.007005;0.007077
0.020;0.007480;0.007256;0.007525;0.007185;0.007310;0.007462;0.007113;0.007453;0.007534;0.007462;0.007507;0.007113;0.007301;0.007444;0.007149;0.007211;0.007561;0.007310;0.007427;0.007382;0.007337;0.007418;0.007283;0.007507;0.007373;0.007274;0.007328;0.007435;0.007409;0.007588;0.007274;0.007498;0.007435;0.007274;0.007444;0.007462;0.007462;0.007274;0.007427;0.007552;0.007543;0.007525;0.007292;0.007579;0.007382;0.007194;0.007328;0.007158;0.007462;0.007489;0.007489;0.007113;0.007462;0.007444;0.007444;0.007552;0.007364;0.007453;0.007498;0.007211;0.007418;0.007337;0.007337;0.007418
0.030;0.007624;0.007507;0.007650;0.007462;0.007561;0.007624;0.007435;0.007624;0.007642;0.007624;0.007642;0.007435;0.007552;0.007615;0.007462;0.007498;0.007561;0.007552;0.007615;0.007597;0.007570;0.007606;0.007552;0.007624;0.007597;0.007534;0.007570;0.007615;0.007606;0.007659;0.007534;0.007642;0.007615;0.007534;0.007624;0.007624;0.007633;0.007543;0.007606;0.007552;0.007650;0.007650;0.007552;0.007659;0.007597;0.007498;0.007552;0.007471;0.007624;0.007642;0.007642;0.007453;0.007624;0.007624;0.007624;0.007650;0.007588;0.007453;0.007642;0.007507;0.007606;0.007579;0.007570;0.007615
0.040;0.007624;0.007642;0.007650;0.007624;0.007561;0.007624;0.007606;0.007624;0.007650;0.007650;0.007642;0.007615;0.007642;0.007650;0.007624;0.007633;0.007650;0.007642;0.007659;0.007650;0.007650;0.007650;0.007650;0.007624;0.007650;0.007642;0.007668;0.007659;0.007659;0.007659;0.007650;0.007659;0.007650;0.007650;0.007659;0.007650;0.007659;0.007642;0.007659;0.007650;0.007650;0.007650;0.007659;0.007659;0.007597;0.007633;0.007659;0.007633;0.007659;0.007659;0.007659;0.007624;0.007650;0.007659;0.007659;0.007659;0.007659;0.007633;0.007668;0.007650;0.007650;0.007579;0.007650;0.007659
0.050;0.007642;0.007650;0.007615;0.007650;0.007650;0.007650;0.007650;0.007659;0.007615;0.007642;0.007659;0.007650;0.007650;0.007642;0.007659;0.007633;0.007659;0.007650;0.007650;0.007650;0.007650;0.007650;0.007659;0.007650;0.007650;0.007650;0.007668;0.007650;0.007650;0.007650;0.007650;0.007659;0.007642;0.007659;0.007650;0.007642;0.007650;0.007650;0.007659;0.007650;0.007659;0.007659;0.007659;0.007659;0.007659;0.007650;0.007659;0.007659;0.007642;0.007642;0.007659;0.007659;0.007642;0.007650;0.007642;0.007615;0.007659;0.007677;0.007650;0.007659;0.007650;0.007659;0.007659;0.007659
0.060;0.007624;0.007615;0.007462;0.007642;0.007650;0.007642;0.007642;0.007650;0.007453;0.007525;0.007624;0.007642;0.007606;0.007642;0.007642;0.007650;0.007615;0.007597;0.007552;0.007570;0.007597;0.007650;0.007615;0.007633;0.007579;0.007615;0.007659;0.007552;0.007570;0.007579;0.007606;0.007633;0.007534;0.007615;0.007543;0.007534;0.007534;0.007615;0.007650;0.007606;0.007624;0.007624;0.007615;0.007588;0.007659;0.007633;0.007659;0.007642;0.007543;0.007507;0.007633;0.007650;0.007525;0.007543;0.007534;0.007615;0.007588;0.007659;0.007534;0.007642;0.007650;0.007659;0.007597;0.007659
0.070;0.007489;0.007471;0.007211;0.007525;0.007597;0.007507;0.007534;0.007543;0.007203;0.007525;0.007489;0.007534;0.007427;0.007534;0.007516;0.007624;0.007453;0.007427;0.007346;0.007364;0.007427;0.007552;0.007615;0.007498;0.007391;0.007444;0.007615;0.007337;0.007364;0.007382;0.007453;0.007498;0.007534;0.007462;0.007355;0.007301;0.007301;0.007453;0.007561;0.007427;0.007471;0.007471;0.007453;0.007400;0.007579;0.007633;0.007615;0.007543;0.007543;0.007507;0.007498;0.007561;0.007292;0.007328;0.007534;0.007444;0.007400;0.007552;0.007310;0.007498;0.007552;0.007588;0.007418;0.007570
0.080;0.007256;0.007229;0.006898;0.007292;0.007418;0.007292;0.007346;0.007319;0.006889;0.007301;0.007247;0.007534;0.007427;0.007346;0.007292;0.007489;0.007194;0.007158;0.007059;0.007086;0.007427;0.007346;0.007444;0.007265;0.007122;0.007194;0.007453;0.007050;0.007086;0.007131;0.007194;0.007283;0.007319;0.007211;0.007077;0.007014;0.007014;0.007453;0.007346;0.007167;0.007220;0.007211;0.007194;0.007131;0.007364;0.007498;0.007444;0.007319;0.007310;0.007274;0.007256;0.007355;0.007005;0.007032;0.007310;0.007185;0.007122;0.007346;0.007310;0.007256;0.007346;0.007409;0.007140;0.007355
0.090;0.006952;0.006925;0.006557;0.006996;0.007158;0.007032;0.007068;0.007041;0.006549;0.007032;0.006934;0.007319;0.007167;0.007059;0.007005;0.007247;0.006880;0.006835;0.006719;0.006764;0.007167;0.007059;0.007194;0.006970;0.006790;0.006880;0.007194;0.006710;0.006746;0.006790;0.006916;0.006988;0.007032;0.006898;0.006728;0.007014;0.007014;0.007194;0.007068;0.006844;0.006907;0.006916;0.006871;0.006799;0.007095;0.007265;0.007185;0.007032;0.007023;0.006979;0.006952;0.007068;0.006656;0.006683;0.007023;0.006862;0.006790;0.007050;0.007014;0.006952;0.007068;0.007140;0.006817;0.007077
0.100;0.006620;0.006584;0.006253;0.006656;0.006844;0.006692;0.006728;0.006692;0.006244;0.006692;0.006584;0.007041;0.006853;0.006719;0.006656;0.006943;0.006540;0.006495;0.006387;0.006441;0.006844;0.006719;0.006880;0.006620;0.006459;0.006880;0.006871;0.006387;0.006423;0.006468;0.006566;0.006638;0.006692;0.006557;0.006728;0.006656;0.006665;0.006916;0.006728;0.006504;0.006566;0.006566;0.006540;0.006468;0.006764;0.006961;0.006862;0.006692;0.006674;0.006629;0.006611;0.006728;0.006325;0.006683;0.006674;0.006522;0.006459;0.006710;0.006665;0.006611;0.006719;0.006808;0.006486;0.006728
