TimeStamp;2025-07-07 12-02-34;2025-07-07 12-02-52;2025-07-07 12-03-11;2025-07-07 12-03-29;2025-07-07 12-03-47;2025-07-07 12-04-05;2025-07-07 12-04-24;2025-07-07 12-04-42;2025-07-07 12-05-00;2025-07-07 12-05-18;2025-07-07 12-05-37;2025-07-07 12-05-55;2025-07-07 12-06-13;2025-07-07 12-06-31;2025-07-07 12-06-49;2025-07-07 12-07-07;2025-07-07 12-07-26;2025-07-07 12-07-44;2025-07-07 12-08-02;2025-07-07 12-08-21;2025-07-07 12-08-39;2025-07-07 12-08-57;2025-07-07 12-09-15;2025-07-07 12-09-33;2025-07-07 12-09-52;2025-07-07 12-10-10;2025-07-07 12-10-29;2025-07-07 12-10-47;2025-07-07 12-11-05;2025-07-07 12-11-23;2025-07-07 12-11-41;2025-07-07 12-11-59;2025-07-07 12-12-18;2025-07-07 12-12-36;2025-07-07 12-12-54;2025-07-07 12-13-12;2025-07-07 12-13-31;2025-07-07 12-13-49;2025-07-07 12-14-07;2025-07-07 12-14-24;2025-07-07 12-14-43;2025-07-07 12-15-01;2025-07-07 12-15-19;2025-07-07 12-15-38;2025-07-07 12-15-56;2025-07-07 12-16-14;2025-07-07 12-16-32;2025-07-07 12-16-50;2025-07-07 12-17-09;2025-07-07 12-17-27;2025-07-07 12-17-47;2025-07-07 12-18-05;2025-07-07 12-18-23;2025-07-07 12-18-41;2025-07-07 12-19-00;2025-07-07 12-19-18;2025-07-07 12-19-37;2025-07-07 12-19-55;2025-07-07 12-20-13;2025-07-07 12-20-31;2025-07-07 12-20-49;2025-07-07 12-21-07;2025-07-07 12-21-26;2025-07-07 12-21-44
0.010;0.037500;0.039600;0.040400;0.152200;0.155100;0.149700;0.143000;0.140100;0.007400;0.035000;0.032900;0.138500;0.135500;0.140900;0.129700;0.126400;0.019500;0.007900;0.000400;0.108400;0.105900;0.095900;0.098000;0.098000;0.006200;0.012900;0.015800;0.125500;0.108400;0.107600;0.103400;0.108800;0.024100;0.007900;0.005800;0.005400;0.094700;0.094200;0.091300;0.090500;0.020800;0.011600;0.091700;0.083800;0.085500;0.090900;0.079600;0.084600;0.037900;0.007000;0.093800;0.083400;0.073400;0.073400;0.079600;0.071300;0.052100;0.040400;0.045000;0.063400;0.062500;0.055800;0.058800;0.052900
0.020;0.029600;0.035000;0.040400;0.148000;0.155100;0.143100;0.141400;0.136300;0.006600;0.028300;0.025000;0.138900;0.133000;0.133000;0.125100;0.120500;0.019500;0.007500;0.000400;0.105900;0.096300;0.094600;0.098000;0.092100;0.006200;0.005400;0.013300;0.125500;0.108400;0.107600;0.103400;0.108800;0.028700;0.010000;0.005800;0.007500;0.094700;0.089600;0.091300;0.085900;0.029200;0.014100;0.088400;0.080900;0.085500;0.090900;0.079600;0.085900;0.037900;0.018300;0.093800;0.078400;0.073400;0.072500;0.073800;0.071300;0.060400;0.046200;0.045000;0.058400;0.056700;0.048800;0.052100;0.048800
0.030;0.032100;0.034200;0.042500;0.146800;0.149700;0.143000;0.136700;0.134300;0.010400;0.030400;0.027100;0.138000;0.133000;0.133800;0.125100;0.122600;0.017000;0.006600;0.004900;0.107100;0.098400;0.090500;0.094600;0.092100;0.009200;0.005400;0.010400;0.124700;0.111400;0.107600;0.099700;0.107100;0.029600;0.010000;0.002900;0.000800;0.095100;0.089600;0.091700;0.085900;0.029600;0.014100;0.091300;0.085500;0.078400;0.080900;0.076300;0.080900;0.036300;0.013700;0.090900;0.076700;0.072100;0.072500;0.074200;0.070900;0.057500;0.043300;0.045000;0.058400;0.057500;0.052500;0.049600;0.048300
0.040;0.033300;0.034200;0.040900;0.151400;0.149700;0.143000;0.141800;0.136400;0.007000;0.030400;0.027100;0.133400;0.128400;0.138500;0.126400;0.122600;0.017000;0.008300;0.004900;0.108000;0.098400;0.095100;0.094600;0.095100;0.005300;0.009200;0.012500;0.124700;0.110900;0.106700;0.104700;0.107100;0.028300;0.008700;0.002900;0.002500;0.095500;0.088400;0.091700;0.088800;0.025800;0.010400;0.091300;0.085900;0.084200;0.083000;0.076300;0.083000;0.036300;0.018300;0.097200;0.079200;0.072100;0.075500;0.072500;0.071300;0.057900;0.043300;0.042500;0.060800;0.057500;0.052500;0.053400;0.049200
0.050;0.034200;0.039200;0.043800;0.149300;0.149300;0.147600;0.141800;0.136400;0.011700;0.035800;0.027100;0.133400;0.131400;0.138500;0.126400;0.126400;0.019900;0.008300;0.003300;0.108000;0.098800;0.095100;0.094200;0.094200;0.003300;0.007000;0.012500;0.128000;0.113800;0.111800;0.104200;0.109300;0.025400;0.006600;0.001200;0.002500;0.098800;0.088800;0.088800;0.088800;0.025800;0.010400;0.093400;0.085900;0.080900;0.084200;0.073800;0.085000;0.034600;0.018300;0.096800;0.076300;0.076700;0.075500;0.077100;0.079600;0.057900;0.048800;0.041700;0.061700;0.056700;0.053800;0.053400;0.050800
0.060;0.034200;0.039200;0.043800;0.151400;0.152200;0.147600;0.141800;0.141800;0.009600;0.035800;0.029200;0.141400;0.135100;0.137200;0.128900;0.125100;0.015800;0.001600;0.003300;0.110500;0.101300;0.096300;0.098800;0.095900;0.003300;0.005800;0.015400;0.127200;0.113800;0.107600;0.103400;0.105500;0.025400;0.008700;0.003300;0.002000;0.095100;0.089200;0.093400;0.089700;0.025000;0.012100;0.093400;0.087100;0.082500;0.085000;0.082600;0.078400;0.036700;0.014500;0.096800;0.079200;0.074200;0.073800;0.077100;0.072500;0.057100;0.038300;0.041700;0.060800;0.063400;0.053800;0.054600;0.049600
0.070;0.035400;0.037500;0.042900;0.151400;0.151800;0.146400;0.138900;0.138400;0.009600;0.033300;0.029200;0.141400;0.132600;0.137200;0.126800;0.125100;0.017500;0.004600;0.004100;0.110500;0.101300;0.093800;0.096300;0.095900;0.007500;0.005800;0.010000;0.127200;0.110100;0.108000;0.107200;0.110100;0.029600;0.002900;0.000400;0.002000;0.095100;0.089200;0.090100;0.092600;0.025000;0.008300;0.090900;0.087100;0.084200;0.089600;0.076300;0.078400;0.035400;0.014500;0.095500;0.079200;0.076300;0.075500;0.076700;0.073800;0.054200;0.046700;0.043300;0.060800;0.057900;0.051300;0.054600;0.049600
0.080;0.032100;0.037900;0.042900;0.151400;0.151800;0.141400;0.144700;0.139300;0.009600;0.030800;0.028700;0.136800;0.131800;0.135900;0.127200;0.127200;0.017500;0.004100;0.004100;0.108800;0.098800;0.097200;0.096300;0.097200;0.007500;0.009500;0.016600;0.129300;0.110100;0.108000;0.107200;0.110100;0.026300;0.007000;0.000400;0.002400;0.095100;0.090100;0.090100;0.091700;0.027100;0.010800;0.090000;0.085000;0.084200;0.089600;0.076300;0.087100;0.035400;0.017500;0.095500;0.077900;0.076300;0.073400;0.074600;0.073800;0.058800;0.046300;0.043300;0.063400;0.058800;0.053400;0.052900;0.050000
0.090;0.033300;0.037900;0.042100;0.150100;0.152600;0.147200;0.141800;0.139300;0.009600;0.033700;0.029600;0.138400;0.133400;0.136800;0.127200;0.124700;0.018300;0.004100;0.004100;0.108800;0.101700;0.095500;0.098000;0.097200;0.006200;0.008700;0.015800;0.126000;0.115900;0.109700;0.103000;0.107100;0.026700;0.007000;0.000400;0.003300;0.096700;0.090100;0.090900;0.091700;0.024600;0.010800;0.092100;0.083400;0.081300;0.084700;0.079200;0.083400;0.038800;0.011200;0.098400;0.078400;0.075900;0.073400;0.076700;0.076300;0.057100;0.040400;0.041300;0.061700;0.061700;0.053400;0.056700;0.050800
0.100;0.032900;0.037900;0.041700;0.151800;0.152600;0.147200;0.143500;0.139700;0.007900;0.030400;0.029200;0.137200;0.133400;0.136400;0.128900;0.124700;0.018300;0.004500;0.005300;0.111400;0.101700;0.096800;0.098000;0.097200;0.004900;0.008800;0.011700;0.126000;0.113800;0.109700;0.104600;0.107100;0.027100;0.004900;0.000400;0.003700;0.096300;0.091300;0.090900;0.093800;0.024200;0.010000;0.092100;0.084700;0.084700;0.087600;0.079200;0.081300;0.038800;0.015000;0.098000;0.077900;0.076700;0.075900;0.074200;0.072100;0.057100;0.040400;0.042900;0.061700;0.061700;0.051300;0.056300;0.048300
