TimeStamp;2025-07-07 12-02-33;2025-07-07 12-02-51;2025-07-07 12-03-10;2025-07-07 12-03-28;2025-07-07 12-03-46;2025-07-07 12-04-04;2025-07-07 12-04-23;2025-07-07 12-04-41;2025-07-07 12-04-59;2025-07-07 12-05-17;2025-07-07 12-05-36;2025-07-07 12-05-54;2025-07-07 12-06-12;2025-07-07 12-06-30;2025-07-07 12-06-48;2025-07-07 12-07-06;2025-07-07 12-07-25;2025-07-07 12-07-43;2025-07-07 12-08-01;2025-07-07 12-08-20;2025-07-07 12-08-38;2025-07-07 12-08-56;2025-07-07 12-09-14;2025-07-07 12-09-32;2025-07-07 12-09-51;2025-07-07 12-10-09;2025-07-07 12-10-28;2025-07-07 12-10-46;2025-07-07 12-11-04;2025-07-07 12-11-22;2025-07-07 12-11-40;2025-07-07 12-11-58;2025-07-07 12-12-17;2025-07-07 12-12-35;2025-07-07 12-12-53;2025-07-07 12-13-11;2025-07-07 12-13-30;2025-07-07 12-13-48;2025-07-07 12-14-06;2025-07-07 12-14-23;2025-07-07 12-14-42;2025-07-07 12-15-00;2025-07-07 12-15-18;2025-07-07 12-15-37;2025-07-07 12-15-55;2025-07-07 12-16-13;2025-07-07 12-16-31;2025-07-07 12-16-49;2025-07-07 12-17-08;2025-07-07 12-17-26;2025-07-07 12-17-46;2025-07-07 12-18-04;2025-07-07 12-18-22;2025-07-07 12-18-40;2025-07-07 12-18-59;2025-07-07 12-19-17;2025-07-07 12-19-36;2025-07-07 12-19-54;2025-07-07 12-20-12;2025-07-07 12-20-30;2025-07-07 12-20-48;2025-07-07 12-21-06;2025-07-07 12-21-25;2025-07-07 12-21-43
0.010;0.031200;0.043300;0.045400;0.155100;0.149300;0.146000;0.149300;0.147600;0.006600;0.032900;0.030400;0.140100;0.138000;0.141800;0.132200;0.138900;0.013700;0.006200;0.007900;0.115500;0.103800;0.109200;0.104200;0.100500;0.005400;0.022500;0.008300;0.133400;0.113400;0.112600;0.118000;0.115500;0.027500;0.004600;0.002500;0.007000;0.100900;0.092100;0.098000;0.088400;0.021200;0.002500;0.098400;0.083000;0.098800;0.084600;0.090500;0.088000;0.024100;0.004100;0.099200;0.091300;0.088000;0.077100;0.072100;0.077600;0.057100;0.031200;0.028300;0.073400;0.061300;0.066700;0.064200;0.058300
0.020;0.029600;0.041700;0.045400;0.155100;0.149300;0.143500;0.137600;0.139300;0.006600;0.023800;0.030400;0.140100;0.137600;0.128800;0.128900;0.123000;0.020400;0.010800;0.007900;0.109300;0.098800;0.098800;0.095500;0.108800;0.002000;0.002000;0.011700;0.123800;0.110100;0.113000;0.108000;0.104600;0.027500;0.004600;0.000800;0.005800;0.098000;0.092100;0.085500;0.088400;0.021200;0.013700;0.102600;0.085100;0.073800;0.084600;0.075900;0.073800;0.040400;0.022500;0.099200;0.091300;0.088000;0.083000;0.072100;0.067100;0.069200;0.031200;0.050000;0.056300;0.055400;0.048400;0.064200;0.050400
0.030;0.026700;0.038400;0.040900;0.148900;0.147200;0.141800;0.140900;0.140100;0.007500;0.024200;0.025400;0.142600;0.137600;0.130500;0.128900;0.128000;0.019600;0.006200;0.003700;0.109300;0.100100;0.100500;0.095500;0.093000;0.002000;0.010800;0.011700;0.126400;0.110100;0.113000;0.108000;0.105900;0.025000;0.006200;0.002400;0.005800;0.095500;0.094200;0.085500;0.089600;0.029200;0.011700;0.088000;0.085500;0.073800;0.080000;0.079600;0.078400;0.037500;0.016600;0.105900;0.082500;0.077100;0.071700;0.073400;0.067100;0.069200;0.046300;0.045000;0.063800;0.050800;0.055900;0.051300;0.050400
0.040;0.028300;0.038400;0.040900;0.148900;0.146400;0.141800;0.140900;0.140100;0.007500;0.027100;0.025800;0.142600;0.139700;0.133000;0.132200;0.128000;0.016600;0.003700;0.003700;0.109200;0.100100;0.100500;0.096700;0.100500;0.010800;0.008700;0.012500;0.126400;0.110500;0.115500;0.106800;0.108800;0.027900;0.009100;0.002000;0.002900;0.098000;0.098800;0.089600;0.089600;0.035400;0.011700;0.093000;0.087100;0.080500;0.080000;0.079200;0.078800;0.037500;0.017100;0.107600;0.082500;0.077100;0.073400;0.074600;0.073800;0.065500;0.046300;0.043300;0.060000;0.050800;0.055900;0.050800;0.044200
0.050;0.028300;0.042100;0.045800;0.154700;0.148000;0.145500;0.139300;0.143100;0.011600;0.027100;0.028300;0.136400;0.139700;0.130500;0.132200;0.125500;0.016600;0.003700;0.005400;0.109200;0.101300;0.101300;0.098800;0.100500;0.012500;0.007100;0.012500;0.127600;0.111800;0.115500;0.108000;0.108800;0.022900;0.001200;0.002000;0.002900;0.098400;0.095900;0.089600;0.092200;0.026700;0.012900;0.093000;0.087100;0.080500;0.081300;0.079600;0.078800;0.037900;0.014600;0.105500;0.080100;0.081700;0.077500;0.075500;0.070500;0.060500;0.047100;0.044600;0.063400;0.054200;0.055500;0.057900;0.049200
0.060;0.028700;0.042900;0.041700;0.148900;0.148000;0.145500;0.139300;0.140600;0.010000;0.027100;0.028300;0.142600;0.137200;0.133800;0.129300;0.125500;0.020000;0.002000;0.005000;0.110900;0.101300;0.101300;0.099700;0.097600;0.007000;0.010400;0.011700;0.127600;0.111800;0.115500;0.107600;0.106300;0.022900;0.008700;0.002000;0.004100;0.098800;0.098800;0.088000;0.089600;0.030800;0.012900;0.093000;0.088800;0.080000;0.083400;0.080500;0.080500;0.035800;0.012000;0.109300;0.079200;0.080100;0.072500;0.075500;0.075500;0.068000;0.045000;0.041700;0.061300;0.054200;0.055500;0.053400;0.048400
0.070;0.028700;0.042900;0.047500;0.154300;0.152600;0.147600;0.142200;0.141800;0.012900;0.027100;0.028300;0.141400;0.139700;0.133800;0.134300;0.130500;0.012900;0.002000;0.007900;0.110900;0.105500;0.105100;0.099300;0.098400;0.009600;0.010400;0.014600;0.127200;0.113400;0.113400;0.107600;0.108800;0.024200;0.000400;0.001200;0.000000;0.098800;0.100100;0.092600;0.091700;0.025800;0.012900;0.093000;0.088800;0.080000;0.083400;0.080500;0.080500;0.036700;0.012000;0.105900;0.085500;0.083000;0.072500;0.078400;0.075500;0.068000;0.044600;0.041700;0.061300;0.056700;0.055000;0.057100;0.048400
0.080;0.029600;0.046700;0.047500;0.154300;0.152600;0.146400;0.142600;0.143900;0.012900;0.029600;0.031200;0.141400;0.140100;0.132600;0.132200;0.128900;0.015000;0.003300;0.007900;0.112600;0.103000;0.103000;0.099700;0.099700;0.003700;0.009200;0.013700;0.130100;0.113900;0.118800;0.111300;0.108400;0.024200;0.000400;0.002400;0.002000;0.101700;0.100100;0.091300;0.089700;0.025800;0.011200;0.093400;0.088000;0.081300;0.083800;0.079600;0.080500;0.032500;0.012500;0.105900;0.085500;0.083000;0.083400;0.078400;0.072500;0.061300;0.044600;0.043800;0.063000;0.058800;0.057100;0.057100;0.050000
0.090;0.028700;0.040400;0.044600;0.151400;0.149300;0.146000;0.140600;0.139700;0.012100;0.027500;0.030800;0.143500;0.140100;0.134300;0.132200;0.131800;0.016600;0.003300;0.007000;0.112600;0.102600;0.101700;0.099700;0.098400;0.003700;0.010800;0.013700;0.128000;0.113900;0.118800;0.111300;0.105900;0.022500;0.004100;0.003700;0.002000;0.098800;0.096300;0.091300;0.089600;0.026200;0.010800;0.093400;0.086300;0.081300;0.082100;0.080900;0.078800;0.034200;0.013700;0.105900;0.083800;0.080900;0.077900;0.078400;0.072500;0.061300;0.045800;0.042900;0.064200;0.052900;0.056700;0.055500;0.050000
0.100;0.027100;0.042900;0.044600;0.151400;0.150500;0.146000;0.140600;0.143500;0.012100;0.026700;0.030000;0.145500;0.136300;0.135100;0.131800;0.131800;0.017500;0.004100;0.007000;0.112600;0.102600;0.101700;0.097200;0.100900;0.007500;0.006200;0.012900;0.128000;0.111400;0.113400;0.109200;0.108800;0.022500;0.004500;0.003700;0.003700;0.098800;0.098000;0.093400;0.089600;0.030800;0.010800;0.095500;0.089200;0.083400;0.083000;0.080000;0.079200;0.034200;0.014600;0.104200;0.083800;0.080900;0.080100;0.075000;0.075400;0.061300;0.045800;0.044200;0.059600;0.052900;0.056700;0.053800;0.046200
