TimeStamp;2025-07-08 14-22-15;2025-07-08 14-22-36;2025-07-08 14-22-55;2025-07-08 14-23-14;2025-07-08 14-23-34;2025-07-08 14-23-55;2025-07-08 14-24-14;2025-07-08 14-24-34;2025-07-08 14-24-53;2025-07-08 14-25-12;2025-07-08 14-25-31;2025-07-08 14-25-50;2025-07-08 14-26-10;2025-07-08 14-26-29;2025-07-08 14-26-48;2025-07-08 14-27-08;2025-07-08 14-27-29;2025-07-08 14-27-49;2025-07-08 14-28-09;2025-07-08 14-28-31;2025-07-08 14-28-50;2025-07-08 14-29-10;2025-07-08 14-29-30;2025-07-08 14-29-50;2025-07-08 14-30-10;2025-07-08 14-30-29;2025-07-08 14-30-50;2025-07-08 14-31-09;2025-07-08 14-31-30;2025-07-08 14-31-51;2025-07-08 14-32-10;2025-07-08 14-32-30;2025-07-08 14-32-49;2025-07-08 14-33-09;2025-07-08 14-33-30;2025-07-08 14-33-49;2025-07-08 14-34-09;2025-07-08 14-34-28;2025-07-08 14-34-50;2025-07-08 14-35-10;2025-07-08 14-35-29;2025-07-08 14-35-50;2025-07-08 14-36-10;2025-07-08 14-36-29;2025-07-08 14-36-48;2025-07-08 14-37-08;2025-07-08 14-37-28;2025-07-08 14-37-48;2025-07-08 14-38-07;2025-07-08 14-38-26;2025-07-08 14-38-46;2025-07-08 14-39-05;2025-07-08 14-39-24;2025-07-08 14-39-44;2025-07-08 14-40-05;2025-07-08 14-40-25;2025-07-08 14-40-45
0.010;0.000725;0.000761;0.000707;0.000716;0.000698;0.000680;0.000707;0.000698;0.000707;0.000689;0.000716;0.000689;0.000743;0.000725;0.000707;0.000743;0.000689;0.000680;0.000725;0.000707;0.000689;0.000734;0.000707;0.000680;0.000698;0.000716;0.000734;0.000707;0.000680;0.000707;0.000716;0.000698;0.000707;0.000725;0.000716;0.000698;0.000680;0.000698;0.000698;0.000707;0.000707;0.000689;0.000689;0.000680;0.000689;0.000671;0.000689;0.000671;0.000689;0.000698;0.000734;0.000716;0.000707;0.000734;0.000716;0.000725;0.000662
0.020;0.000716;0.000761;0.000707;0.000725;0.000698;0.000680;0.000716;0.000698;0.000707;0.000698;0.000725;0.000689;0.000734;0.000725;0.000707;0.000743;0.000689;0.000689;0.000734;0.000707;0.000689;0.000734;0.000725;0.000689;0.000698;0.000707;0.000734;0.000707;0.000680;0.000716;0.000725;0.000707;0.000707;0.000725;0.000716;0.000707;0.000680;0.000698;0.000689;0.000716;0.000707;0.000698;0.000689;0.000680;0.000698;0.000680;0.000698;0.000680;0.000689;0.000707;0.000734;0.000716;0.000707;0.000743;0.000725;0.000734;0.000671
0.030;0.000716;0.000761;0.000698;0.000725;0.000707;0.000689;0.000716;0.000698;0.000707;0.000698;0.000716;0.000689;0.000734;0.000725;0.000707;0.000743;0.000698;0.000689;0.000734;0.000707;0.000680;0.000734;0.000725;0.000689;0.000698;0.000707;0.000734;0.000707;0.000680;0.000716;0.000725;0.000698;0.000707;0.000725;0.000716;0.000707;0.000680;0.000707;0.000689;0.000725;0.000698;0.000698;0.000689;0.000680;0.000689;0.000680;0.000689;0.000680;0.000698;0.000707;0.000734;0.000707;0.000707;0.000752;0.000725;0.000743;0.000680
0.040;0.000698;0.000761;0.000698;0.000716;0.000698;0.000689;0.000707;0.000698;0.000707;0.000698;0.000716;0.000680;0.000716;0.000716;0.000698;0.000734;0.000689;0.000680;0.000734;0.000707;0.000680;0.000725;0.000716;0.000680;0.000680;0.000716;0.000725;0.000698;0.000662;0.000698;0.000707;0.000680;0.000698;0.000707;0.000698;0.000698;0.000680;0.000707;0.000680;0.000716;0.000698;0.000689;0.000680;0.000680;0.000689;0.000680;0.000680;0.000680;0.000698;0.000707;0.000734;0.000698;0.000698;0.000743;0.000716;0.000734;0.000680
0.050;0.000689;0.000752;0.000680;0.000707;0.000698;0.000671;0.000698;0.000689;0.000698;0.000689;0.000698;0.000662;0.000707;0.000698;0.000689;0.000707;0.000689;0.000662;0.000725;0.000698;0.000671;0.000707;0.000707;0.000671;0.000671;0.000707;0.000707;0.000698;0.000662;0.000698;0.000698;0.000662;0.000698;0.000707;0.000680;0.000680;0.000671;0.000698;0.000671;0.000707;0.000680;0.000680;0.000662;0.000662;0.000671;0.000671;0.000662;0.000662;0.000689;0.000698;0.000707;0.000689;0.000689;0.000743;0.000707;0.000725;0.000662
0.060;0.000671;0.000725;0.000671;0.000689;0.000680;0.000654;0.000689;0.000680;0.000680;0.000671;0.000689;0.000645;0.000689;0.000680;0.000671;0.000698;0.000671;0.000654;0.000707;0.000680;0.000662;0.000689;0.000707;0.000654;0.000671;0.000680;0.000698;0.000689;0.000645;0.000680;0.000689;0.000645;0.000671;0.000680;0.000662;0.000662;0.000645;0.000680;0.000654;0.000698;0.000671;0.000662;0.000654;0.000654;0.000654;0.000654;0.000662;0.000645;0.000671;0.000689;0.000689;0.000662;0.000671;0.000734;0.000689;0.000707;0.000662
0.070;0.000645;0.000707;0.000645;0.000671;0.000662;0.000636;0.000689;0.000662;0.000662;0.000654;0.000662;0.000627;0.000662;0.000671;0.000645;0.000698;0.000662;0.000627;0.000689;0.000662;0.000654;0.000671;0.000689;0.000636;0.000662;0.000671;0.000671;0.000671;0.000636;0.000645;0.000662;0.000645;0.000671;0.000662;0.000645;0.000636;0.000627;0.000662;0.000636;0.000671;0.000645;0.000645;0.000627;0.000627;0.000636;0.000627;0.000645;0.000645;0.000671;0.000671;0.000671;0.000636;0.000671;0.000707;0.000671;0.000698;0.000662
0.080;0.000618;0.000680;0.000627;0.000645;0.000636;0.000618;0.000662;0.000645;0.000636;0.000627;0.000636;0.000600;0.000636;0.000636;0.000618;0.000671;0.000645;0.000627;0.000671;0.000636;0.000627;0.000654;0.000671;0.000618;0.000636;0.000645;0.000654;0.000654;0.000627;0.000618;0.000645;0.000618;0.000645;0.000636;0.000609;0.000618;0.000609;0.000636;0.000609;0.000671;0.000618;0.000645;0.000609;0.000609;0.000636;0.000627;0.000627;0.000627;0.000654;0.000636;0.000645;0.000636;0.000645;0.000698;0.000645;0.000671;0.000636
0.090;0.000618;0.000662;0.000591;0.000618;0.000618;0.000582;0.000645;0.000618;0.000618;0.000609;0.000618;0.000582;0.000618;0.000609;0.000582;0.000645;0.000618;0.000600;0.000645;0.000609;0.000609;0.000654;0.000645;0.000600;0.000618;0.000618;0.000627;0.000627;0.000591;0.000591;0.000627;0.000591;0.000627;0.000609;0.000582;0.000582;0.000573;0.000609;0.000573;0.000645;0.000600;0.000627;0.000573;0.000573;0.000618;0.000609;0.000600;0.000609;0.000636;0.000618;0.000618;0.000618;0.000627;0.000671;0.000645;0.000654;0.000627
0.100;0.000582;0.000636;0.000564;0.000618;0.000591;0.000564;0.000618;0.000609;0.000582;0.000564;0.000591;0.000555;0.000618;0.000582;0.000564;0.000618;0.000591;0.000573;0.000618;0.000582;0.000573;0.000627;0.000618;0.000573;0.000600;0.000582;0.000600;0.000609;0.000564;0.000591;0.000627;0.000564;0.000609;0.000564;0.000555;0.000582;0.000564;0.000564;0.000555;0.000627;0.000564;0.000600;0.000555;0.000555;0.000582;0.000573;0.000564;0.000573;0.000618;0.000582;0.000618;0.000582;0.000600;0.000654;0.000627;0.000627;0.000600
