TimeStamp;2025-07-08 14-22-14;2025-07-08 14-22-35;2025-07-08 14-22-54;2025-07-08 14-23-13;2025-07-08 14-23-33;2025-07-08 14-23-54;2025-07-08 14-24-13;2025-07-08 14-24-33;2025-07-08 14-24-52;2025-07-08 14-25-11;2025-07-08 14-25-30;2025-07-08 14-25-49;2025-07-08 14-26-09;2025-07-08 14-26-28;2025-07-08 14-26-47;2025-07-08 14-27-07;2025-07-08 14-27-28;2025-07-08 14-27-48;2025-07-08 14-28-08;2025-07-08 14-28-30;2025-07-08 14-28-49;2025-07-08 14-29-09;2025-07-08 14-29-29;2025-07-08 14-29-49;2025-07-08 14-30-09;2025-07-08 14-30-28;2025-07-08 14-30-49;2025-07-08 14-31-08;2025-07-08 14-31-29;2025-07-08 14-31-50;2025-07-08 14-32-09;2025-07-08 14-32-29;2025-07-08 14-32-48;2025-07-08 14-33-08;2025-07-08 14-33-29;2025-07-08 14-33-48;2025-07-08 14-34-08;2025-07-08 14-34-27;2025-07-08 14-34-49;2025-07-08 14-35-09;2025-07-08 14-35-28;2025-07-08 14-35-49;2025-07-08 14-36-09;2025-07-08 14-36-28;2025-07-08 14-36-47;2025-07-08 14-37-07;2025-07-08 14-37-27;2025-07-08 14-37-47;2025-07-08 14-38-06;2025-07-08 14-38-25;2025-07-08 14-38-45;2025-07-08 14-39-04;2025-07-08 14-39-23;2025-07-08 14-39-43;2025-07-08 14-40-04;2025-07-08 14-40-24;2025-07-08 14-40-44
0.010;0.006540;0.006235;0.006996;0.006611;0.006477;0.006325;0.005939;0.007077;0.006889;0.006799;0.006898;0.007211;0.006728;0.007023;0.006145;0.006172;0.007122;0.006835;0.007203;0.006495;0.006262;0.007086;0.006970;0.006378;0.007194;0.007113;0.006414;0.007077;0.007355;0.007131;0.006746;0.007140;0.007122;0.006549;0.007355;0.006728;0.007283;0.007400;0.006916;0.006369;0.006495;0.006002;0.006262;0.006074;0.007086;0.006244;0.007059;0.007149;0.006217;0.007176;0.007059;0.006808;0.006513;0.006808;0.006781;0.006226;0.007220
0.020;0.006540;0.006826;0.007507;0.007176;0.007068;0.006907;0.006459;0.007570;0.007427;0.006799;0.007427;0.007668;0.007274;0.007525;0.006710;0.006728;0.007606;0.007364;0.007668;0.007077;0.006844;0.007579;0.007480;0.006970;0.007668;0.007597;0.007005;0.007570;0.007776;0.007131;0.007301;0.007624;0.007606;0.007131;0.007767;0.007283;0.007722;0.007400;0.007435;0.006961;0.007077;0.006522;0.006844;0.006620;0.007570;0.006835;0.007507;0.007633;0.006799;0.007650;0.007552;0.007346;0.007086;0.007355;0.007328;0.006799;0.007686
0.030;0.007113;0.007355;0.007866;0.007650;0.007561;0.007435;0.006996;0.007883;0.007821;0.007346;0.007427;0.007973;0.007722;0.007883;0.007256;0.007283;0.007928;0.007794;0.007964;0.007077;0.007373;0.007919;0.007857;0.007480;0.007973;0.007928;0.007507;0.007919;0.008018;0.007615;0.007704;0.007946;0.007928;0.007131;0.008018;0.007731;0.007722;0.007812;0.007830;0.007471;0.007570;0.007095;0.007382;0.007185;0.007919;0.007355;0.007883;0.007946;0.007346;0.007964;0.007901;0.007740;0.007579;0.007776;0.007758;0.006799;0.007982
0.040;0.007561;0.007767;0.008054;0.007955;0.007561;0.007830;0.007498;0.007883;0.008045;0.007758;0.007812;0.007973;0.007991;0.007883;0.007256;0.007713;0.007928;0.008027;0.008098;0.007561;0.007794;0.008089;0.008054;0.007480;0.008089;0.007928;0.007883;0.008089;0.008116;0.007937;0.007982;0.008089;0.008089;0.007615;0.008018;0.007991;0.007991;0.008036;0.008045;0.007857;0.007910;0.007588;0.007382;0.007650;0.008072;0.007785;0.008063;0.008089;0.007767;0.008098;0.008072;0.008000;0.007928;0.008018;0.008018;0.007301;0.008107
0.050;0.007901;0.008018;0.008107;0.008098;0.007901;0.007830;0.007866;0.008072;0.008045;0.008009;0.008036;0.008089;0.008107;0.008072;0.007677;0.007991;0.008081;0.008107;0.008107;0.007910;0.008027;0.008116;0.008107;0.007821;0.008116;0.008081;0.008063;0.008125;0.008116;0.008089;0.008107;0.008107;0.008116;0.007946;0.008107;0.008107;0.008107;0.008116;0.008116;0.008063;0.008072;0.007928;0.007794;0.007964;0.008116;0.008027;0.008116;0.008107;0.008018;0.008098;0.008116;0.008107;0.008081;0.008116;0.008116;0.007740;0.008116
0.060;0.008063;0.008098;0.008107;0.008107;0.008063;0.008045;0.008063;0.008107;0.008116;0.008107;0.008107;0.008116;0.008116;0.008116;0.007973;0.008098;0.008107;0.008116;0.008107;0.008081;0.008107;0.008098;0.008098;0.008036;0.008089;0.008107;0.008107;0.008125;0.008116;0.008116;0.008116;0.008089;0.008098;0.008098;0.008107;0.008116;0.008116;0.008116;0.008116;0.008116;0.008116;0.008081;0.008027;0.008089;0.008107;0.008107;0.008107;0.008089;0.008116;0.008116;0.008107;0.008116;0.008116;0.008116;0.008116;0.008000;0.008089
0.070;0.008098;0.008098;0.008027;0.008089;0.008107;0.008098;0.008107;0.008098;0.008116;0.008107;0.008107;0.008089;0.008072;0.008107;0.008098;0.008116;0.008098;0.008054;0.008072;0.008116;0.008107;0.008000;0.008098;0.008107;0.008089;0.008089;0.008107;0.008107;0.008054;0.008089;0.008072;0.007973;0.008000;0.008116;0.008054;0.008072;0.008072;0.008045;0.008045;0.008116;0.008098;0.008107;0.008107;0.008107;0.008018;0.008107;0.008107;0.007982;0.008116;0.008098;0.008000;0.008063;0.008098;0.008116;0.008063;0.008116;0.008089
0.080;0.008081;0.008098;0.008027;0.007982;0.008098;0.008107;0.008098;0.008009;0.008054;0.008054;0.008036;0.007982;0.007946;0.008009;0.008116;0.008081;0.007991;0.007910;0.007964;0.008098;0.008116;0.007830;0.008018;0.008107;0.007982;0.007982;0.008107;0.008009;0.007919;0.007982;0.007955;0.007794;0.007830;0.008098;0.007910;0.007946;0.007955;0.007919;0.007892;0.008045;0.008098;0.008098;0.008107;0.008107;0.007857;0.008054;0.008018;0.007982;0.008063;0.007982;0.007839;0.007937;0.008000;0.008063;0.007937;0.008116;0.007973
0.090;0.007982;0.008045;0.007874;0.007794;0.008009;0.008027;0.008009;0.007848;0.007901;0.007919;0.007892;0.007803;0.007776;0.007866;0.008081;0.007955;0.007821;0.007910;0.007776;0.008000;0.008054;0.007606;0.007866;0.008036;0.007803;0.007803;0.008009;0.007848;0.007713;0.007803;0.007767;0.007794;0.007830;0.007991;0.007713;0.007749;0.007758;0.007713;0.007686;0.007901;0.007991;0.007991;0.008063;0.008089;0.007857;0.007910;0.007857;0.007803;0.008063;0.007794;0.007615;0.007740;0.008000;0.007928;0.007731;0.008072;0.007803
0.100;0.007812;0.007910;0.007677;0.007579;0.007848;0.007883;0.008009;0.007633;0.007695;0.007722;0.007677;0.007579;0.007534;0.007650;0.007973;0.007955;0.007606;0.007713;0.007552;0.007839;0.007910;0.007606;0.007677;0.007883;0.007579;0.007597;0.007857;0.007615;0.007498;0.007588;0.007534;0.007570;0.007606;0.007821;0.007489;0.007516;0.007516;0.007471;0.007462;0.007901;0.007830;0.007821;0.007928;0.007982;0.007642;0.007910;0.007642;0.007579;0.007946;0.007570;0.007364;0.007740;0.007830;0.007722;0.007731;0.007946;0.007579
0.110;0.007597;0.007704;0.007427;0.007319;0.007642;0.007677;0.007857;0.007364;0.007453;0.007480;0.007435;0.007319;0.007274;0.007400;0.007776;0.007767;0.007346;0.007462;0.007292;0.007642;0.007722;0.007355;0.007427;0.007677;0.007319;0.007346;0.007642;0.007355;0.007229;0.007328;0.007534;0.007310;0.007355;0.007597;0.007220;0.007238;0.007247;0.007203;0.007185;0.007686;0.007615;0.007821;0.007731;0.007812;0.007382;0.007713;0.007382;0.007319;0.007749;0.007301;0.007364;0.007498;0.007624;0.007480;0.007498;0.007749;0.007319
0.120;0.007337;0.007462;0.007149;0.007319;0.007391;0.007427;0.007633;0.007095;0.007176;0.007203;0.007158;0.007050;0.007274;0.007122;0.007543;0.007534;0.007077;0.007185;0.007014;0.007382;0.007489;0.007077;0.007149;0.007427;0.007041;0.007068;0.007418;0.007086;0.006943;0.007059;0.007265;0.007032;0.007077;0.007337;0.006934;0.007238;0.006970;0.006925;0.007185;0.007435;0.007364;0.007597;0.007489;0.007588;0.007113;0.007471;0.007104;0.007068;0.007507;0.007032;0.007086;0.007229;0.007364;0.007211;0.007229;0.007516;0.007041
0.130;0.007337;0.007194;0.006871;0.007041;0.007113;0.007149;0.007373;0.006799;0.006925;0.007203;0.006871;0.006746;0.006996;0.006835;0.007283;0.007274;0.006781;0.006907;0.006710;0.007113;0.007220;0.006808;0.006871;0.007158;0.006737;0.006773;0.007149;0.006790;0.006638;0.007059;0.006979;0.006737;0.006781;0.007059;0.006638;0.006961;0.006692;0.006925;0.006898;0.007176;0.007113;0.007337;0.007220;0.007328;0.006826;0.007203;0.006817;0.006773;0.007247;0.006755;0.006790;0.006952;0.007086;0.006952;0.006943;0.007247;0.006737
0.140;0.007068;0.006907;0.006557;0.006737;0.006826;0.006871;0.007104;0.006486;0.006611;0.006925;0.006871;0.006423;0.006692;0.006531;0.007005;0.006996;0.006468;0.006593;0.006387;0.006826;0.006934;0.006495;0.006557;0.006871;0.006423;0.006459;0.006862;0.006477;0.006325;0.006755;0.006683;0.006414;0.006468;0.006764;0.006307;0.006656;0.006692;0.006611;0.006584;0.006889;0.006826;0.007068;0.006934;0.007050;0.006513;0.006943;0.006504;0.006450;0.006961;0.006432;0.006477;0.006638;0.006790;0.006647;0.006638;0.007247;0.006423
0.150;0.006773;0.006602;0.006235;0.006423;0.006513;0.006557;0.006826;0.006486;0.006289;0.006611;0.006584;0.006423;0.006369;0.006531;0.007005;0.006692;0.006468;0.006298;0.006065;0.006826;0.006638;0.006172;0.006235;0.006871;0.006101;0.006459;0.006549;0.006163;0.005993;0.006441;0.006351;0.006127;0.006154;0.006764;0.006307;0.006360;0.006369;0.006289;0.006271;0.006566;0.006504;0.006790;0.006934;0.006746;0.006190;0.006629;0.006190;0.006136;0.006647;0.006118;0.006190;0.006316;0.006486;0.006325;0.006316;0.006970;0.006101
0.160;0.006450;0.006307;0.005912;0.006101;0.006513;0.006557;0.006513;0.006172;0.006289;0.006289;0.006271;0.006110;0.006047;0.006208;0.006701;0.006360;0.006145;0.005975;0.005760;0.006504;0.006307;0.005841;0.005912;0.006557;0.005769;0.006136;0.006226;0.005823;0.005653;0.006145;0.006029;0.005787;0.005814;0.006441;0.005993;0.006038;0.006047;0.005948;0.005939;0.006244;0.006181;0.006477;0.006629;0.006432;0.005850;0.006316;0.005850;0.005796;0.006334;0.006118;0.005859;0.005993;0.006163;0.006002;0.006020;0.006656;0.005760
0.170;0.006136;0.005975;0.005563;0.005760;0.006199;0.006235;0.006190;0.005841;0.005948;0.006002;0.005939;0.005769;0.005706;0.005868;0.006378;0.006047;0.005805;0.005635;0.005760;0.006190;0.005984;0.005500;0.005563;0.006235;0.005429;0.005805;0.005895;0.005823;0.005653;0.005814;0.005662;0.005447;0.005473;0.006154;0.005653;0.005662;0.005688;0.005626;0.005608;0.005921;0.005850;0.006154;0.006298;0.006110;0.005509;0.005993;0.005509;0.005456;0.006011;0.005787;0.005518;0.005653;0.005832;0.006002;0.005662;0.006342;0.005411
0.180;0.005805;0.005644;0.005232;0.005429;0.005859;0.005912;0.005859;0.005500;0.005635;0.005662;0.005608;0.005429;0.005375;0.005536;0.006056;0.005697;0.005473;0.005312;0.005429;0.005850;0.005984;0.005169;0.005563;0.005912;0.005429;0.005456;0.005895;0.005518;0.005321;0.005473;0.005357;0.005115;0.005151;0.005805;0.005321;0.005366;0.005375;0.005294;0.005276;0.005581;0.005509;0.005823;0.005984;0.005778;0.005178;0.005653;0.005509;0.005456;0.005662;0.005447;0.005187;0.005321;0.005491;0.005653;0.005339;0.006011;0.005411
0.190;0.005464;0.005644;0.005232;0.005088;0.005518;0.005572;0.005527;0.005178;0.005303;0.005330;0.005285;0.005088;0.005043;0.005205;0.005724;0.005366;0.005142;0.004972;0.005088;0.005518;0.005653;0.004819;0.005241;0.005572;0.005088;0.005133;0.005554;0.005187;0.004990;0.005151;0.005025;0.004784;0.005151;0.005473;0.004990;0.005034;0.005043;0.004954;0.004936;0.005249;0.005509;0.005482;0.005644;0.005778;0.004837;0.005321;0.005178;0.005115;0.005330;0.005097;0.004846;0.004981;0.005160;0.005330;0.005017;0.005662;0.005088
0.200;0.005124;0.005321;0.004891;0.004766;0.005187;0.005267;0.005223;0.004837;0.004954;0.004999;0.004945;0.004757;0.004712;0.004864;0.005384;0.005043;0.004802;0.004972;0.004757;0.005178;0.005321;0.004506;0.004900;0.005232;0.004766;0.004802;0.005223;0.004846;0.004524;0.004802;0.004676;0.004784;0.004802;0.005142;0.004524;0.004676;0.004712;0.004524;0.004524;0.004909;0.005169;0.005160;0.005312;0.005429;0.004837;0.004981;0.004846;0.004793;0.005330;0.004784;0.004515;0.004524;0.005160;0.004999;0.004524;0.005339;0.004757
0.210;0.004793;0.004981;0.004524;0.004434;0.004828;0.004936;0.005223;0.004506;0.004524;0.004524;0.004524;0.004434;0.004398;0.004524;0.005052;0.005043;0.004479;0.004524;0.004434;0.004837;0.004972;0.004506;0.004524;0.004900;0.004434;0.004470;0.004882;0.004515;0.004345;0.004470;0.004407;0.004452;0.004479;0.004802;0.004345;0.004380;0.004389;0.004300;0.004291;0.004909;0.004819;0.004802;0.004972;0.005097;0.004506;0.004981;0.004524;0.004461;0.004999;0.004443;0.004201;0.004363;0.004810;0.004524;0.004524;0.004999;0.004425
0.220;0.004488;0.004524;0.004237;0.004434;0.004506;0.004524;0.004882;0.004228;0.004300;0.004336;0.004291;0.004121;0.004076;0.004219;0.004748;0.004685;0.004156;0.004318;0.004112;0.004506;0.004524;0.004192;0.004246;0.004524;0.004112;0.004156;0.004524;0.004201;0.004022;0.004156;0.004407;0.004139;0.004192;0.004470;0.004022;0.004067;0.004076;0.003986;0.003977;0.004524;0.004497;0.004802;0.004524;0.004766;0.004192;0.004524;0.004228;0.004139;0.004524;0.004130;0.004201;0.004363;0.004497;0.004345;0.004354;0.004658;0.004103
0.230;0.004174;0.004327;0.003924;0.004130;0.004183;0.004282;0.004524;0.003915;0.003986;0.004022;0.003977;0.003834;0.004076;0.003915;0.004425;0.004380;0.003852;0.004013;0.003798;0.004192;0.004318;0.003879;0.003933;0.004282;0.003834;0.003852;0.004228;0.003888;0.003717;0.003843;0.004085;0.003825;0.003879;0.004156;0.003717;0.004067;0.003762;0.003673;0.003977;0.004264;0.004183;0.004488;0.004318;0.004434;0.003906;0.004327;0.003915;0.003834;0.004345;0.003825;0.003888;0.004049;0.004183;0.004031;0.004040;0.004371;0.003798
0.240;0.004174;0.004013;0.003646;0.003843;0.003906;0.003959;0.004237;0.003610;0.003673;0.004022;0.003664;0.003547;0.003762;0.003610;0.004103;0.004067;0.003583;0.003700;0.003511;0.003879;0.004013;0.003583;0.003637;0.003968;0.003547;0.003556;0.003915;0.003583;0.003431;0.003843;0.003771;0.003538;0.003583;0.003843;0.003431;0.003753;0.003476;0.003673;0.003673;0.003950;0.003861;0.004174;0.004004;0.004121;0.003610;0.004004;0.003619;0.003538;0.004031;0.003529;0.003592;0.003744;0.003870;0.003717;0.003735;0.004058;0.003511
0.250;0.003861;0.003700;0.003368;0.003547;0.003601;0.003664;0.003924;0.003332;0.003395;0.003717;0.003664;0.003261;0.003476;0.003332;0.003798;0.003789;0.003305;0.003413;0.003225;0.003879;0.003691;0.003305;0.003350;0.003664;0.003261;0.003278;0.003610;0.003305;0.003153;0.003547;0.003485;0.003252;0.003305;0.003843;0.003153;0.003467;0.003476;0.003395;0.003386;0.003664;0.003574;0.003861;0.003717;0.003843;0.003323;0.003700;0.003341;0.003252;0.003726;0.003243;0.003305;0.003458;0.003565;0.003440;0.003449;0.004058;0.003234
0.260;0.003565;0.003422;0.003090;0.003270;0.003601;0.003377;0.003628;0.003332;0.003117;0.003440;0.003386;0.003261;0.003207;0.003332;0.003798;0.003494;0.003305;0.003144;0.002965;0.003583;0.003413;0.003037;0.003099;0.003664;0.002992;0.003278;0.003332;0.003037;0.002893;0.003270;0.003216;0.002983;0.003037;0.003547;0.003153;0.003189;0.003198;0.003153;0.003117;0.003386;0.003287;0.003565;0.003717;0.003538;0.003063;0.003422;0.003072;0.002992;0.003440;0.002983;0.003037;0.003180;0.003296;0.003162;0.003162;0.003744;0.002992
0.270;0.003287;0.003144;0.002822;0.003001;0.003314;0.003377;0.003341;0.003063;0.003117;0.003153;0.003117;0.003001;0.002956;0.003090;0.003511;0.003216;0.003037;0.002884;0.002705;0.003305;0.003144;0.002786;0.002831;0.003377;0.002741;0.003037;0.003063;0.002777;0.002669;0.002992;0.002947;0.002732;0.002777;0.003270;0.002893;0.002929;0.002929;0.002884;0.002875;0.003108;0.003028;0.003287;0.003440;0.003261;0.002795;0.003135;0.002804;0.002732;0.003189;0.002983;0.002777;0.002911;0.003019;0.002884;0.002911;0.003458;0.002741
0.280;0.003019;0.002884;0.002598;0.002750;0.003046;0.003099;0.003072;0.002804;0.002866;0.002893;0.002857;0.002741;0.002714;0.002822;0.003234;0.002947;0.002777;0.002642;0.002705;0.003037;0.002893;0.002544;0.002607;0.003099;0.002517;0.002777;0.002822;0.002777;0.002669;0.002741;0.002696;0.002508;0.002544;0.003001;0.002669;0.002678;0.002687;0.002651;0.002642;0.002848;0.002768;0.003019;0.003162;0.002992;0.002553;0.002875;0.002571;0.002526;0.002920;0.002723;0.002544;0.002660;0.002786;0.002884;0.002660;0.003180;0.002517
0.290;0.002768;0.002651;0.002598;0.002526;0.002777;0.002831;0.002813;0.002571;0.002624;0.002651;0.002624;0.002517;0.002481;0.002598;0.002965;0.002696;0.002535;0.002257;0.002481;0.002804;0.002893;0.002257;0.002607;0.002822;0.002517;0.002535;0.002822;0.002544;0.002445;0.002517;0.002472;0.002257;0.002257;0.002750;0.002445;0.002454;0.002463;0.002275;0.002275;0.002607;0.002535;0.002768;0.002893;0.002741;0.002257;0.002633;0.002571;0.002257;0.002669;0.002499;0.002257;0.002445;0.002544;0.002660;0.002436;0.002920;0.002517
0.300;0.002535;0.002651;0.002257;0.002257;0.002544;0.002607;0.002580;0.002257;0.002257;0.002338;0.002257;0.002257;0.002257;0.002257;0.002714;0.002481;0.002257;0.002194;0.002257;0.002562;0.002660;0.002141;0.002257;0.002616;0.002257;0.002257;0.002598;0.002257;0.002239;0.002257;0.002257;0.002087;0.002257;0.002526;0.002239;0.002239;0.002257;0.002203;0.002203;0.002257;0.002535;0.002535;0.002651;0.002741;0.002132;0.002257;0.002257;0.002257;0.002454;0.002257;0.002123;0.002230;0.002257;0.002347;0.002221;0.002669;0.002257
0.310;0.002257;0.002275;0.002168;0.002096;0.002257;0.002257;0.002257;0.002141;0.002203;0.002212;0.002185;0.002087;0.002069;0.002159;0.002499;0.002257;0.002114;0.002194;0.002060;0.002257;0.002392;0.001953;0.002168;0.002257;0.002087;0.002114;0.002257;0.002123;0.002042;0.002087;0.002060;0.002087;0.002114;0.002257;0.002033;0.002033;0.002060;0.002006;0.002015;0.002177;0.002257;0.002257;0.002365;0.002517;0.002132;0.002203;0.002150;0.002105;0.002239;0.002096;0.001935;0.002033;0.002257;0.002230;0.002033;0.002445;0.002096
0.320;0.002105;0.002203;0.001970;0.001908;0.002123;0.002177;0.002257;0.001953;0.002015;0.002015;0.002015;0.001908;0.001881;0.001962;0.002257;0.002257;0.001926;0.002024;0.001872;0.002141;0.002212;0.001953;0.001979;0.002177;0.001908;0.001926;0.002159;0.001935;0.001863;0.001908;0.001881;0.001899;0.001926;0.002096;0.001854;0.001872;0.001881;0.001827;0.001827;0.002177;0.002132;0.002132;0.002212;0.002257;0.001944;0.002203;0.001953;0.001917;0.002239;0.001908;0.001773;0.002033;0.002123;0.002033;0.002033;0.002230;0.001908
0.330;0.001917;0.002015;0.001791;0.001908;0.001935;0.001979;0.002150;0.001782;0.001827;0.001827;0.001827;0.001747;0.001720;0.001791;0.002069;0.002060;0.001764;0.001836;0.001711;0.001944;0.002015;0.001773;0.001800;0.001979;0.001747;0.001764;0.001970;0.001773;0.001702;0.001755;0.001881;0.001755;0.001764;0.001908;0.001693;0.001720;0.001711;0.001666;0.001684;0.001979;0.001944;0.002132;0.002015;0.002078;0.001773;0.002015;0.001782;0.001755;0.002033;0.001747;0.001773;0.001845;0.001944;0.001854;0.001845;0.002033;0.001747
0.340;0.001755;0.001845;0.001639;0.001747;0.001764;0.001791;0.001962;0.001630;0.001675;0.001684;0.001675;0.001585;0.001720;0.001639;0.001890;0.001872;0.001603;0.001684;0.001567;0.001773;0.001827;0.001621;0.001639;0.001800;0.001594;0.001603;0.001791;0.001612;0.001549;0.001755;0.001720;0.001603;0.001603;0.001755;0.001540;0.001720;0.001558;0.001514;0.001684;0.001800;0.001773;0.001944;0.001827;0.001899;0.001621;0.001827;0.001630;0.001594;0.001854;0.001585;0.001621;0.001684;0.001773;0.001693;0.001702;0.001845;0.001594
0.350;0.001755;0.001684;0.001496;0.001585;0.001603;0.001648;0.001791;0.001478;0.001523;0.001684;0.001523;0.001442;0.001567;0.001496;0.001729;0.001720;0.001460;0.001531;0.001406;0.001621;0.001675;0.001478;0.001505;0.001657;0.001451;0.001460;0.001639;0.001478;0.001406;0.001603;0.001567;0.001460;0.001460;0.001594;0.001397;0.001558;0.001406;0.001514;0.001531;0.001648;0.001621;0.001773;0.001675;0.001729;0.001487;0.001675;0.001478;0.001451;0.001702;0.001433;0.001478;0.001540;0.001612;0.001540;0.001549;0.001684;0.001451
0.360;0.001594;0.001540;0.001361;0.001442;0.001460;0.001496;0.001639;0.001352;0.001397;0.001540;0.001523;0.001316;0.001406;0.001361;0.001567;0.001558;0.001460;0.001388;0.001308;0.001621;0.001531;0.001352;0.001370;0.001505;0.001325;0.001325;0.001496;0.001352;0.001290;0.001460;0.001406;0.001325;0.001325;0.001451;0.001272;0.001406;0.001406;0.001388;0.001397;0.001496;0.001478;0.001621;0.001523;0.001576;0.001352;0.001523;0.001352;0.001325;0.001549;0.001308;0.001352;0.001397;0.001469;0.001397;0.001406;0.001684;0.001325
0.370;0.001451;0.001397;0.001236;0.001316;0.001460;0.001379;0.001496;0.001352;0.001263;0.001397;0.001388;0.001316;0.001299;0.001361;0.001567;0.001406;0.001325;0.001263;0.001182;0.001469;0.001397;0.001227;0.001245;0.001505;0.001200;0.001325;0.001361;0.001236;0.001173;0.001325;0.001308;0.001209;0.001209;0.001451;0.001119;0.001299;0.001299;0.001254;0.001272;0.001361;0.001352;0.001478;0.001523;0.001415;0.001227;0.001388;0.001236;0.001209;0.001406;0.001191;0.001227;0.001281;0.001334;0.001272;0.001281;0.001531;0.001209
0.380;0.001316;0.001272;0.001119;0.001200;0.001325;0.001379;0.001370;0.001236;0.001263;0.001263;0.001263;0.001200;0.001182;0.001236;0.001415;0.001299;0.001209;0.001119;0.001182;0.001352;0.001263;0.001110;0.001119;0.001370;0.001092;0.001209;0.001245;0.001119;0.001075;0.001209;0.001182;0.001101;0.001101;0.001325;0.001119;0.001146;0.001155;0.001119;0.001119;0.001236;0.001227;0.001343;0.001388;0.001308;0.001119;0.001254;0.001119;0.001092;0.001281;0.001191;0.001119;0.001119;0.001218;0.001119;0.001137;0.001397;0.001101
0.390;0.001209;0.001119;0.001021;0.001092;0.001209;0.001245;0.001254;0.001110;0.001119;0.001119;0.001119;0.001092;0.001075;0.001119;0.001308;0.001182;0.001101;0.001048;0.001075;0.001227;0.001119;0.001030;0.001030;0.001245;0.001003;0.001101;0.001119;0.001119;0.001075;0.001092;0.001092;0.001012;0.001021;0.001200;0.001057;0.001075;0.001075;0.001039;0.001066;0.001119;0.001119;0.001227;0.001263;0.001182;0.001021;0.001119;0.001030;0.001003;0.001173;0.001084;0.001021;0.001066;0.001110;0.001119;0.001066;0.001272;0.001003
