TimeStamp;2025-07-08 14-22-12;2025-07-08 14-22-33;2025-07-08 14-22-52;2025-07-08 14-23-11;2025-07-08 14-23-31;2025-07-08 14-23-52;2025-07-08 14-24-11;2025-07-08 14-24-31;2025-07-08 14-24-50;2025-07-08 14-25-09;2025-07-08 14-25-28;2025-07-08 14-25-47;2025-07-08 14-26-07;2025-07-08 14-26-26;2025-07-08 14-26-45;2025-07-08 14-27-05;2025-07-08 14-27-26;2025-07-08 14-27-46;2025-07-08 14-28-06;2025-07-08 14-28-28;2025-07-08 14-28-47;2025-07-08 14-29-06;2025-07-08 14-29-27;2025-07-08 14-29-47;2025-07-08 14-30-07;2025-07-08 14-30-26;2025-07-08 14-30-47;2025-07-08 14-31-06;2025-07-08 14-31-27;2025-07-08 14-31-48;2025-07-08 14-32-07;2025-07-08 14-32-27;2025-07-08 14-32-46;2025-07-08 14-33-06;2025-07-08 14-33-27;2025-07-08 14-33-46;2025-07-08 14-34-06;2025-07-08 14-34-25;2025-07-08 14-34-47;2025-07-08 14-35-07;2025-07-08 14-35-26;2025-07-08 14-35-47;2025-07-08 14-36-07;2025-07-08 14-36-26;2025-07-08 14-36-45;2025-07-08 14-37-05;2025-07-08 14-37-25;2025-07-08 14-37-45;2025-07-08 14-38-04;2025-07-08 14-38-23;2025-07-08 14-38-42;2025-07-08 14-39-02;2025-07-08 14-39-21;2025-07-08 14-39-41;2025-07-08 14-40-02;2025-07-08 14-40-22;2025-07-08 14-40-42
0.010;0.015974;0.027496;0.042685;0.018065;0.035890;0.021944;0.040844;0.040173;0.036775;0.009995;0.043156;0.005990;0.044212;0.052160;0.045709;0.017888;0.010706;0.025258;0.049989;0.029781;0.045690;0.016101;0.015869;0.035342;0.005352;0.011036;0.041594;0.035059;0.026979;0.006171;0.019919;0.031347;0.004241;0.016431;0.015077;0.030237;0.010147;0.023172;0.023430;0.034906;0.013924;0.045147;0.008862;0.040677;0.035613;0.006132;0.015712;0.026305;0.047438;0.014244;0.001463;0.038529;0.015828;0.017170;0.033050;0.021188;0.006407
0.020;0.005219;0.035737;0.042208;0.019512;0.027812;0.035335;0.038656;0.049358;0.042680;0.011656;0.034765;0.013772;0.034950;0.059128;0.045107;0.007231;0.018325;0.023007;0.051771;0.035605;0.048832;0.012280;0.024475;0.035534;0.008802;0.004809;0.037055;0.034387;0.038003;0.004463;0.012335;0.027378;0.000653;0.017284;0.013521;0.025409;0.014658;0.022857;0.031864;0.039765;0.012099;0.039097;0.010989;0.041701;0.038990;0.003566;0.020870;0.037784;0.042091;0.021415;0.007989;0.046404;0.028122;0.021796;0.037560;0.022811;0.002086
0.030;0.016075;0.026090;0.041706;0.021529;0.021350;0.030268;0.045524;0.053967;0.045504;0.014745;0.028052;0.008517;0.043220;0.040162;0.031566;0.012624;0.014900;0.022365;0.050277;0.041304;0.051346;0.009224;0.022940;0.029467;0.000958;0.008307;0.033424;0.031590;0.036143;0.002530;0.018228;0.024202;0.002218;0.020428;0.019917;0.023427;0.007346;0.030186;0.035311;0.031872;0.015959;0.035178;0.002928;0.049001;0.034052;0.000187;0.013456;0.036447;0.043192;0.024512;0.013412;0.032303;0.015238;0.011757;0.031928;0.024108;0.003691
0.040;0.006820;0.033332;0.030265;0.025824;0.023800;0.032094;0.051020;0.043713;0.040863;0.006536;0.025982;0.019214;0.037436;0.049050;0.030553;0.008640;0.012160;0.021852;0.049082;0.043003;0.045037;0.008160;0.021712;0.035174;0.001373;0.000074;0.038099;0.029352;0.041554;0.003844;0.010622;0.029442;0.000074;0.022942;0.025034;0.027782;0.001497;0.025429;0.026429;0.038738;0.022108;0.041282;0.002463;0.039501;0.036342;0.005090;0.020605;0.035378;0.034194;0.026990;0.011389;0.038982;0.017870;0.017225;0.039582;0.030027;0.008313
0.050;0.000584;0.021905;0.021112;0.029259;0.025760;0.033555;0.038696;0.049871;0.050530;0.019529;0.028285;0.027771;0.032809;0.036080;0.027122;0.005452;0.010948;0.029942;0.046165;0.042342;0.039989;0.007308;0.017130;0.020459;0.003239;0.006779;0.041839;0.033981;0.041183;0.005395;0.004538;0.028913;0.007501;0.029594;0.021127;0.015266;0.012057;0.034883;0.030923;0.024390;0.019086;0.046166;0.012230;0.047781;0.035053;0.009312;0.018684;0.035442;0.026995;0.013112;0.009771;0.044326;0.015936;0.021600;0.035266;0.037941;0.003429
0.060;0.001593;0.017404;0.023610;0.026687;0.022008;0.035884;0.048237;0.032696;0.040664;0.029923;0.022388;0.023497;0.031307;0.040704;0.026938;0.013021;0.017058;0.016813;0.041872;0.033694;0.041151;0.022466;0.008884;0.027607;0.005031;0.001777;0.031272;0.037685;0.042727;0.012496;0.015970;0.018811;0.005180;0.023135;0.027782;0.015932;0.000546;0.042446;0.034519;0.012912;0.030289;0.049033;0.020044;0.054405;0.034023;0.001830;0.017147;0.042834;0.025316;0.011769;0.002137;0.045161;0.005429;0.020880;0.039753;0.031513;0.007204
0.070;0.003334;0.022843;0.024448;0.024630;0.030126;0.031508;0.042869;0.018957;0.043451;0.020898;0.033851;0.020078;0.031086;0.036843;0.033090;0.019077;0.009867;0.021811;0.042658;0.026775;0.042081;0.019433;0.016267;0.021966;0.006465;0.002081;0.039737;0.027148;0.043961;0.018177;0.013376;0.022009;0.001024;0.034888;0.020585;0.008406;0.009037;0.037197;0.035375;0.007890;0.039251;0.051326;0.012935;0.054644;0.035578;0.005676;0.022698;0.036827;0.021893;0.012155;0.003970;0.045709;0.006163;0.024084;0.043222;0.026371;0.010643
0.080;0.005813;0.027195;0.027798;0.031864;0.020501;0.041946;0.038575;0.024386;0.035001;0.030039;0.019200;0.027542;0.018648;0.033754;0.038012;0.009522;0.018213;0.022029;0.043286;0.033380;0.035665;0.027026;0.022174;0.017453;0.016172;0.008125;0.032770;0.033078;0.048609;0.010341;0.016261;0.014247;0.008939;0.021270;0.014828;0.002385;0.006509;0.032998;0.036060;0.003872;0.025361;0.038941;0.007248;0.054835;0.036823;0.005899;0.025718;0.045902;0.020674;0.012464;0.008604;0.050187;0.006750;0.029287;0.045998;0.019956;0.013394
0.090;0.000390;0.022656;0.029379;0.021151;0.012801;0.034037;0.042040;0.026109;0.028241;0.015231;0.007480;0.019854;0.022859;0.030904;0.028470;0.012137;0.010611;0.027383;0.047709;0.024084;0.044652;0.033101;0.024939;0.023122;0.010877;0.012960;0.027196;0.017663;0.036027;0.017073;0.021749;0.019877;0.015271;0.010376;0.016683;0.016088;0.004488;0.032918;0.032868;0.011777;0.030909;0.034213;0.012459;0.050208;0.029578;0.006020;0.018574;0.034901;0.024779;0.021332;0.014323;0.040749;0.001620;0.022210;0.035038;0.014825;0.010235
0.100;0.001332;0.030765;0.022043;0.030721;0.008421;0.047329;0.044812;0.026987;0.026553;0.019625;0.018264;0.029263;0.013527;0.036203;0.040256;0.002630;0.004529;0.031666;0.051247;0.021387;0.035242;0.022021;0.027151;0.025698;0.020542;0.009268;0.032497;0.005330;0.039942;0.010178;0.015279;0.024382;0.005257;0.019181;0.018166;0.012810;0.001850;0.028035;0.030494;0.010942;0.028147;0.027010;0.000913;0.039446;0.038022;0.009816;0.021880;0.026101;0.018604;0.028425;0.019698;0.050500;0.008404;0.028528;0.040251;0.022000;0.007708
