TimeStamp;2025-07-08 14-22-22;2025-07-08 14-22-41;2025-07-08 14-23-00;2025-07-08 14-23-20;2025-07-08 14-23-41;2025-07-08 14-24-00;2025-07-08 14-24-19;2025-07-08 14-24-39;2025-07-08 14-24-58;2025-07-08 14-25-17;2025-07-08 14-25-37;2025-07-08 14-25-55;2025-07-08 14-26-15;2025-07-08 14-26-34;2025-07-08 14-26-53;2025-07-08 14-27-15;2025-07-08 14-27-35;2025-07-08 14-27-55;2025-07-08 14-28-16;2025-07-08 14-28-36;2025-07-08 14-28-55;2025-07-08 14-29-15;2025-07-08 14-29-36;2025-07-08 14-29-56;2025-07-08 14-30-15;2025-07-08 14-30-36;2025-07-08 14-30-55;2025-07-08 14-31-16;2025-07-08 14-31-37;2025-07-08 14-31-56;2025-07-08 14-32-16;2025-07-08 14-32-35;2025-07-08 14-32-55;2025-07-08 14-33-16;2025-07-08 14-33-35;2025-07-08 14-33-55;2025-07-08 14-34-14;2025-07-08 14-34-35;2025-07-08 14-34-56;2025-07-08 14-35-15;2025-07-08 14-35-36;2025-07-08 14-35-56;2025-07-08 14-36-15;2025-07-08 14-36-34;2025-07-08 14-36-53;2025-07-08 14-37-14;2025-07-08 14-37-34;2025-07-08 14-37-53;2025-07-08 14-38-12;2025-07-08 14-38-31;2025-07-08 14-38-51;2025-07-08 14-39-10;2025-07-08 14-39-30;2025-07-08 14-39-51;2025-07-08 14-40-11;2025-07-08 14-40-31;2025-07-08 14-40-50
0.010;0.353200;0.044600;0.188400;0.007800;0.033500;0.046600;0.058300;0.059000;0.051800;0.057000;0.045300;0.094500;0.108900;0.099100;0.147700;0.009800;0.005900;0.089900;0.137900;0.341400;0.185100;0.056400;0.003900;0.042700;0.047900;0.047300;0.106300;0.047300;0.048600;0.052500;0.085300;0.112200;0.109600;0.022300;0.021000;0.010500;0.095800;0.145700;0.327600;0.051800;0.032200;0.018400;0.028900;0.043300;0.047900;0.062300;0.053800;0.052500;0.055100;0.081300;0.070800;0.101700;0.010500;0.011800;0.009200;0.099100;0.151700
0.020;0.352500;0.045300;0.185100;0.009200;0.033500;0.046600;0.058300;0.056400;0.051800;0.057700;0.045300;0.093800;0.110300;0.099700;0.148400;0.009200;0.007800;0.090500;0.137900;0.340100;0.187000;0.053800;0.002600;0.039400;0.046600;0.047300;0.109600;0.047300;0.049200;0.052500;0.085300;0.108900;0.107000;0.026900;0.021000;0.015100;0.095800;0.145700;0.326300;0.051200;0.034800;0.013100;0.026900;0.038700;0.046000;0.062300;0.056400;0.052500;0.055100;0.081300;0.068900;0.101700;0.009200;0.010500;0.008500;0.099100;0.148400
0.030;0.351200;0.045300;0.186400;0.009800;0.034800;0.047900;0.056400;0.056400;0.049900;0.057700;0.045300;0.091900;0.110300;0.099100;0.147700;0.009800;0.007200;0.087300;0.137200;0.340100;0.189000;0.055700;0.002600;0.041400;0.047900;0.043300;0.107600;0.046600;0.049200;0.053800;0.084600;0.111600;0.107600;0.023000;0.021600;0.010500;0.089200;0.142500;0.326300;0.051200;0.033500;0.017700;0.027600;0.042000;0.045300;0.058300;0.056400;0.047900;0.055100;0.084600;0.069500;0.099700;0.009200;0.011100;0.007200;0.101100;0.148400
0.040;0.352500;0.044600;0.186400;0.008500;0.034800;0.048600;0.058300;0.057700;0.049900;0.057700;0.045300;0.091900;0.107600;0.099100;0.147700;0.009800;0.007200;0.089200;0.137900;0.340700;0.186400;0.055700;0.002600;0.040000;0.046600;0.043300;0.107000;0.046600;0.051800;0.053800;0.084600;0.111600;0.107000;0.023000;0.021600;0.010500;0.097800;0.142500;0.328900;0.054400;0.033500;0.017000;0.027600;0.042000;0.046000;0.063600;0.057000;0.047900;0.053800;0.084000;0.071500;0.099700;0.009200;0.012400;0.007200;0.098400;0.152300
0.050;0.352500;0.044600;0.185700;0.007200;0.033500;0.047300;0.058300;0.057700;0.049200;0.058300;0.045300;0.092500;0.107600;0.098400;0.147100;0.009800;0.005900;0.090500;0.137900;0.340700;0.186400;0.055700;0.003200;0.039400;0.047900;0.044000;0.108300;0.044000;0.048600;0.051200;0.084000;0.108900;0.107000;0.027600;0.016400;0.013800;0.091200;0.148400;0.325600;0.049200;0.036100;0.017000;0.025600;0.038700;0.046000;0.063600;0.057000;0.052500;0.056400;0.082000;0.071500;0.101700;0.005200;0.012400;0.009800;0.100400;0.148400
0.060;0.353200;0.046600;0.186400;0.007200;0.034100;0.047300;0.057700;0.058300;0.049900;0.058300;0.045300;0.092500;0.108300;0.098400;0.147100;0.009800;0.007200;0.090500;0.137900;0.339400;0.188400;0.055100;0.002600;0.039400;0.046600;0.044000;0.107600;0.046000;0.050600;0.053100;0.084600;0.108900;0.109600;0.027600;0.019700;0.013800;0.091200;0.141800;0.326900;0.055100;0.036100;0.014400;0.029500;0.040000;0.047900;0.061600;0.055100;0.049900;0.053100;0.082700;0.070200;0.099700;0.009200;0.008500;0.004600;0.098400;0.149700
0.070;0.353200;0.046000;0.187000;0.009200;0.034100;0.047300;0.055700;0.057700;0.051200;0.059700;0.046000;0.093200;0.108900;0.100400;0.148400;0.007800;0.005900;0.089900;0.137900;0.340100;0.188400;0.053800;0.004600;0.038700;0.046600;0.047300;0.107600;0.042000;0.049900;0.051200;0.083300;0.107000;0.109600;0.020300;0.020300;0.010500;0.094500;0.144400;0.326900;0.055100;0.032200;0.018400;0.029500;0.040000;0.047900;0.061600;0.053100;0.053200;0.053100;0.082700;0.070200;0.102400;0.009200;0.015100;0.010500;0.097800;0.151600
0.080;0.350600;0.046000;0.187000;0.008500;0.034100;0.047300;0.055700;0.059700;0.051200;0.058300;0.044600;0.092500;0.107000;0.099700;0.148400;0.007800;0.005200;0.088600;0.134600;0.340100;0.188400;0.055700;0.002600;0.040000;0.047300;0.047300;0.109600;0.042000;0.052500;0.051200;0.083300;0.107000;0.105000;0.027600;0.020300;0.013100;0.094500;0.144400;0.327600;0.050500;0.038100;0.016400;0.024900;0.040000;0.042000;0.060300;0.055700;0.053200;0.056400;0.084000;0.069500;0.102400;0.005900;0.006500;0.006500;0.097800;0.147700
0.090;0.353900;0.046000;0.185700;0.009200;0.033500;0.049200;0.057000;0.059700;0.047900;0.059000;0.044600;0.091900;0.107000;0.098400;0.147700;0.010500;0.006500;0.089900;0.136500;0.340100;0.188400;0.055100;0.002600;0.039400;0.046600;0.040000;0.107000;0.044000;0.052500;0.053100;0.085900;0.110900;0.108300;0.021000;0.020300;0.013100;0.090500;0.144400;0.326300;0.051800;0.032800;0.016400;0.026900;0.042700;0.045300;0.060300;0.055700;0.051200;0.051800;0.082000;0.070800;0.100400;0.005900;0.011800;0.005200;0.099700;0.147700
0.100;0.350600;0.046000;0.185700;0.008500;0.033500;0.047300;0.056400;0.056400;0.047900;0.059000;0.044600;0.091900;0.107000;0.098400;0.147100;0.010500;0.006500;0.089900;0.137900;0.340100;0.188400;0.054400;0.003200;0.038100;0.045300;0.044600;0.110900;0.044000;0.049900;0.053100;0.082700;0.111600;0.107000;0.023000;0.020300;0.013100;0.096500;0.144400;0.329500;0.052500;0.036100;0.014400;0.026900;0.042700;0.044600;0.062300;0.055700;0.051200;0.053100;0.084600;0.071500;0.100400;0.009200;0.010500;0.005200;0.097100;0.152300
