TimeStamp;2025-07-08 14-22-12;2025-07-08 14-22-33;2025-07-08 14-22-52;2025-07-08 14-23-11;2025-07-08 14-23-31;2025-07-08 14-23-52;2025-07-08 14-24-11;2025-07-08 14-24-31;2025-07-08 14-24-50;2025-07-08 14-25-09;2025-07-08 14-25-28;2025-07-08 14-25-47;2025-07-08 14-26-07;2025-07-08 14-26-26;2025-07-08 14-26-45;2025-07-08 14-27-05;2025-07-08 14-27-26;2025-07-08 14-27-46;2025-07-08 14-28-06;2025-07-08 14-28-28;2025-07-08 14-28-47;2025-07-08 14-29-07;2025-07-08 14-29-27;2025-07-08 14-29-47;2025-07-08 14-30-07;2025-07-08 14-30-26;2025-07-08 14-30-47;2025-07-08 14-31-06;2025-07-08 14-31-27;2025-07-08 14-31-48;2025-07-08 14-32-07;2025-07-08 14-32-27;2025-07-08 14-32-46;2025-07-08 14-33-06;2025-07-08 14-33-27;2025-07-08 14-33-46;2025-07-08 14-34-06;2025-07-08 14-34-25;2025-07-08 14-34-47;2025-07-08 14-35-07;2025-07-08 14-35-26;2025-07-08 14-35-47;2025-07-08 14-36-07;2025-07-08 14-36-26;2025-07-08 14-36-45;2025-07-08 14-37-05;2025-07-08 14-37-25;2025-07-08 14-37-45;2025-07-08 14-38-04;2025-07-08 14-38-23;2025-07-08 14-38-42;2025-07-08 14-39-02;2025-07-08 14-39-21;2025-07-08 14-39-41;2025-07-08 14-40-02;2025-07-08 14-40-22;2025-07-08 14-40-42
0.010;0.000349;0.000376;0.000331;0.000349;0.000331;0.000340;0.000322;0.000367;0.000367;0.000304;0.000358;0.000340;0.000340;0.000340;0.000349;0.000349;0.000277;0.000295;0.000304;0.000367;0.000340;0.000367;0.000349;0.000322;0.000367;0.000304;0.000349;0.000322;0.000313;0.000322;0.000358;0.000313;0.000331;0.000322;0.000340;0.000340;0.000340;0.000331;0.000331;0.000277;0.000331;0.000340;0.000340;0.000376;0.000331;0.000286;0.000322;0.000322;0.000304;0.000340;0.000385;0.000358;0.000331;0.000367;0.000385;0.000331;0.000331
0.020;0.000340;0.000376;0.000331;0.000349;0.000331;0.000340;0.000322;0.000367;0.000367;0.000295;0.000358;0.000340;0.000331;0.000340;0.000349;0.000349;0.000286;0.000295;0.000295;0.000358;0.000340;0.000376;0.000349;0.000322;0.000367;0.000295;0.000349;0.000322;0.000313;0.000322;0.000358;0.000313;0.000340;0.000322;0.000340;0.000331;0.000340;0.000331;0.000331;0.000277;0.000331;0.000340;0.000349;0.000376;0.000331;0.000295;0.000331;0.000322;0.000304;0.000340;0.000403;0.000358;0.000331;0.000358;0.000385;0.000331;0.000331
0.030;0.000349;0.000376;0.000331;0.000349;0.000322;0.000340;0.000322;0.000367;0.000367;0.000286;0.000358;0.000340;0.000331;0.000340;0.000349;0.000340;0.000286;0.000304;0.000295;0.000358;0.000340;0.000376;0.000349;0.000322;0.000367;0.000295;0.000340;0.000313;0.000313;0.000322;0.000358;0.000322;0.000340;0.000322;0.000340;0.000340;0.000331;0.000331;0.000331;0.000286;0.000331;0.000340;0.000349;0.000367;0.000331;0.000304;0.000322;0.000322;0.000313;0.000340;0.000385;0.000358;0.000331;0.000358;0.000394;0.000322;0.000331
0.040;0.000340;0.000367;0.000340;0.000349;0.000322;0.000340;0.000322;0.000358;0.000367;0.000286;0.000349;0.000331;0.000331;0.000340;0.000349;0.000349;0.000286;0.000304;0.000304;0.000358;0.000340;0.000367;0.000340;0.000322;0.000358;0.000304;0.000340;0.000322;0.000304;0.000322;0.000358;0.000322;0.000331;0.000322;0.000340;0.000331;0.000331;0.000331;0.000331;0.000286;0.000331;0.000340;0.000340;0.000367;0.000331;0.000304;0.000322;0.000322;0.000304;0.000349;0.000385;0.000358;0.000322;0.000358;0.000394;0.000322;0.000331
0.050;0.000340;0.000367;0.000331;0.000349;0.000322;0.000331;0.000322;0.000358;0.000358;0.000286;0.000349;0.000340;0.000331;0.000331;0.000340;0.000340;0.000286;0.000304;0.000295;0.000358;0.000331;0.000367;0.000349;0.000322;0.000358;0.000304;0.000340;0.000313;0.000313;0.000322;0.000349;0.000322;0.000331;0.000322;0.000331;0.000331;0.000340;0.000331;0.000340;0.000286;0.000322;0.000340;0.000340;0.000358;0.000331;0.000313;0.000322;0.000322;0.000304;0.000340;0.000385;0.000358;0.000322;0.000358;0.000385;0.000322;0.000331
0.060;0.000340;0.000367;0.000331;0.000349;0.000322;0.000331;0.000331;0.000358;0.000349;0.000295;0.000349;0.000331;0.000331;0.000340;0.000340;0.000340;0.000286;0.000295;0.000295;0.000349;0.000340;0.000358;0.000340;0.000322;0.000358;0.000295;0.000340;0.000313;0.000304;0.000322;0.000349;0.000313;0.000331;0.000322;0.000331;0.000331;0.000340;0.000331;0.000322;0.000286;0.000331;0.000340;0.000340;0.000358;0.000322;0.000295;0.000322;0.000322;0.000295;0.000340;0.000376;0.000349;0.000322;0.000358;0.000376;0.000322;0.000331
0.070;0.000340;0.000358;0.000331;0.000340;0.000313;0.000331;0.000322;0.000358;0.000349;0.000286;0.000340;0.000331;0.000331;0.000331;0.000340;0.000340;0.000286;0.000295;0.000286;0.000340;0.000331;0.000349;0.000331;0.000322;0.000349;0.000295;0.000340;0.000304;0.000304;0.000322;0.000349;0.000322;0.000340;0.000313;0.000331;0.000331;0.000331;0.000331;0.000322;0.000286;0.000322;0.000331;0.000340;0.000349;0.000331;0.000304;0.000313;0.000313;0.000304;0.000331;0.000376;0.000349;0.000313;0.000349;0.000376;0.000322;0.000322
0.080;0.000340;0.000358;0.000322;0.000340;0.000313;0.000331;0.000322;0.000349;0.000349;0.000277;0.000340;0.000331;0.000331;0.000331;0.000340;0.000340;0.000277;0.000304;0.000286;0.000340;0.000331;0.000349;0.000331;0.000322;0.000349;0.000295;0.000340;0.000313;0.000295;0.000304;0.000340;0.000322;0.000331;0.000313;0.000331;0.000331;0.000331;0.000322;0.000322;0.000286;0.000322;0.000331;0.000331;0.000340;0.000322;0.000295;0.000322;0.000313;0.000304;0.000331;0.000367;0.000349;0.000304;0.000349;0.000367;0.000322;0.000331
0.090;0.000340;0.000358;0.000322;0.000331;0.000313;0.000322;0.000322;0.000349;0.000340;0.000277;0.000340;0.000331;0.000331;0.000331;0.000340;0.000340;0.000277;0.000286;0.000286;0.000331;0.000331;0.000349;0.000322;0.000322;0.000340;0.000295;0.000340;0.000313;0.000295;0.000313;0.000340;0.000304;0.000322;0.000304;0.000331;0.000331;0.000322;0.000322;0.000322;0.000277;0.000322;0.000331;0.000331;0.000340;0.000322;0.000295;0.000304;0.000304;0.000295;0.000331;0.000367;0.000340;0.000304;0.000349;0.000367;0.000313;0.000322
0.100;0.000331;0.000349;0.000313;0.000331;0.000304;0.000322;0.000313;0.000340;0.000340;0.000286;0.000331;0.000322;0.000331;0.000331;0.000340;0.000340;0.000277;0.000286;0.000286;0.000331;0.000322;0.000340;0.000322;0.000322;0.000340;0.000286;0.000331;0.000295;0.000295;0.000304;0.000340;0.000304;0.000322;0.000304;0.000322;0.000322;0.000322;0.000304;0.000313;0.000277;0.000313;0.000331;0.000322;0.000340;0.000322;0.000286;0.000304;0.000295;0.000295;0.000331;0.000358;0.000340;0.000295;0.000349;0.000358;0.000304;0.000322
0.110;0.000331;0.000340;0.000313;0.000322;0.000304;0.000322;0.000313;0.000331;0.000340;0.000277;0.000331;0.000322;0.000322;0.000322;0.000331;0.000331;0.000286;0.000277;0.000286;0.000331;0.000322;0.000340;0.000322;0.000322;0.000340;0.000286;0.000331;0.000304;0.000295;0.000295;0.000331;0.000304;0.000313;0.000286;0.000313;0.000313;0.000313;0.000304;0.000313;0.000277;0.000313;0.000331;0.000322;0.000331;0.000313;0.000277;0.000313;0.000286;0.000304;0.000331;0.000349;0.000340;0.000295;0.000340;0.000349;0.000304;0.000322
