TimeStamp;2025-07-08 14-22-13;2025-07-08 14-22-34;2025-07-08 14-22-53;2025-07-08 14-23-12;2025-07-08 14-23-32;2025-07-08 14-23-53;2025-07-08 14-24-12;2025-07-08 14-24-32;2025-07-08 14-24-51;2025-07-08 14-25-10;2025-07-08 14-25-29;2025-07-08 14-25-48;2025-07-08 14-26-08;2025-07-08 14-26-27;2025-07-08 14-26-46;2025-07-08 14-27-06;2025-07-08 14-27-27;2025-07-08 14-27-47;2025-07-08 14-28-07;2025-07-08 14-28-29;2025-07-08 14-28-48;2025-07-08 14-29-08;2025-07-08 14-29-28;2025-07-08 14-29-48;2025-07-08 14-30-08;2025-07-08 14-30-27;2025-07-08 14-30-48;2025-07-08 14-31-07;2025-07-08 14-31-28;2025-07-08 14-31-49;2025-07-08 14-32-08;2025-07-08 14-32-28;2025-07-08 14-32-47;2025-07-08 14-33-07;2025-07-08 14-33-28;2025-07-08 14-33-47;2025-07-08 14-34-07;2025-07-08 14-34-26;2025-07-08 14-34-48;2025-07-08 14-35-08;2025-07-08 14-35-27;2025-07-08 14-35-48;2025-07-08 14-36-08;2025-07-08 14-36-27;2025-07-08 14-36-46;2025-07-08 14-37-06;2025-07-08 14-37-26;2025-07-08 14-37-46;2025-07-08 14-38-05;2025-07-08 14-38-24;2025-07-08 14-38-43;2025-07-08 14-39-03;2025-07-08 14-39-22;2025-07-08 14-39-42;2025-07-08 14-40-03;2025-07-08 14-40-23;2025-07-08 14-40-43
0.010;0.000788;0.000779;0.000824;0.000770;0.000797;0.000788;0.000770;0.000788;0.000734;0.000779;0.000824;0.000833;0.000788;0.000779;0.000788;0.000797;0.000797;0.000779;0.000761;0.000779;0.000788;0.000806;0.000779;0.000779;0.000779;0.000788;0.000815;0.000824;0.000815;0.000797;0.000770;0.000770;0.000797;0.000779;0.000734;0.000761;0.000797;0.000788;0.000788;0.000779;0.000761;0.000779;0.000788;0.000743;0.000743;0.000788;0.000797;0.000761;0.000797;0.000797;0.000788;0.000752;0.000788;0.000779;0.000761;0.000833;0.000770
0.020;0.000788;0.000806;0.000842;0.000797;0.000797;0.000806;0.000806;0.000806;0.000770;0.000779;0.000824;0.000842;0.000815;0.000797;0.000806;0.000824;0.000806;0.000797;0.000788;0.000797;0.000806;0.000815;0.000797;0.000815;0.000797;0.000806;0.000824;0.000833;0.000824;0.000797;0.000797;0.000806;0.000806;0.000806;0.000788;0.000779;0.000815;0.000806;0.000806;0.000806;0.000788;0.000815;0.000806;0.000770;0.000770;0.000815;0.000815;0.000788;0.000806;0.000806;0.000788;0.000779;0.000797;0.000797;0.000788;0.000833;0.000797
0.030;0.000806;0.000815;0.000842;0.000806;0.000815;0.000815;0.000824;0.000806;0.000788;0.000797;0.000824;0.000851;0.000815;0.000797;0.000806;0.000833;0.000815;0.000806;0.000815;0.000797;0.000815;0.000824;0.000806;0.000833;0.000797;0.000806;0.000824;0.000842;0.000824;0.000806;0.000806;0.000824;0.000815;0.000815;0.000806;0.000779;0.000815;0.000815;0.000815;0.000815;0.000806;0.000842;0.000824;0.000788;0.000788;0.000824;0.000824;0.000797;0.000815;0.000806;0.000815;0.000779;0.000797;0.000815;0.000797;0.000842;0.000815
0.040;0.000815;0.000824;0.000842;0.000815;0.000806;0.000815;0.000824;0.000806;0.000806;0.000806;0.000824;0.000851;0.000824;0.000797;0.000815;0.000833;0.000815;0.000806;0.000815;0.000797;0.000815;0.000815;0.000797;0.000833;0.000788;0.000806;0.000824;0.000833;0.000824;0.000815;0.000806;0.000833;0.000815;0.000806;0.000824;0.000788;0.000815;0.000815;0.000806;0.000815;0.000806;0.000851;0.000824;0.000788;0.000788;0.000824;0.000824;0.000806;0.000824;0.000806;0.000815;0.000779;0.000797;0.000815;0.000806;0.000851;0.000815
0.050;0.000815;0.000824;0.000833;0.000815;0.000806;0.000815;0.000824;0.000806;0.000797;0.000806;0.000815;0.000842;0.000824;0.000797;0.000806;0.000833;0.000806;0.000797;0.000806;0.000797;0.000806;0.000806;0.000788;0.000824;0.000779;0.000797;0.000815;0.000824;0.000797;0.000806;0.000797;0.000833;0.000806;0.000788;0.000824;0.000788;0.000806;0.000815;0.000797;0.000797;0.000797;0.000851;0.000824;0.000788;0.000779;0.000815;0.000815;0.000797;0.000815;0.000806;0.000815;0.000779;0.000788;0.000806;0.000797;0.000842;0.000806
0.060;0.000797;0.000806;0.000815;0.000797;0.000779;0.000797;0.000815;0.000788;0.000797;0.000797;0.000797;0.000824;0.000824;0.000788;0.000797;0.000815;0.000797;0.000779;0.000797;0.000788;0.000806;0.000788;0.000770;0.000824;0.000761;0.000788;0.000815;0.000824;0.000797;0.000788;0.000779;0.000815;0.000788;0.000779;0.000815;0.000779;0.000788;0.000806;0.000779;0.000779;0.000779;0.000833;0.000815;0.000779;0.000770;0.000797;0.000797;0.000779;0.000797;0.000788;0.000815;0.000752;0.000770;0.000788;0.000779;0.000824;0.000797
0.070;0.000779;0.000788;0.000815;0.000779;0.000761;0.000779;0.000797;0.000779;0.000797;0.000779;0.000779;0.000806;0.000806;0.000770;0.000770;0.000788;0.000788;0.000752;0.000797;0.000770;0.000797;0.000761;0.000743;0.000815;0.000761;0.000770;0.000788;0.000806;0.000770;0.000761;0.000752;0.000815;0.000761;0.000743;0.000815;0.000761;0.000770;0.000788;0.000761;0.000761;0.000770;0.000824;0.000797;0.000761;0.000743;0.000779;0.000797;0.000761;0.000779;0.000761;0.000797;0.000734;0.000743;0.000788;0.000761;0.000797;0.000770
0.080;0.000752;0.000788;0.000788;0.000752;0.000734;0.000752;0.000770;0.000752;0.000788;0.000761;0.000752;0.000779;0.000788;0.000743;0.000752;0.000761;0.000761;0.000725;0.000779;0.000743;0.000779;0.000734;0.000743;0.000788;0.000734;0.000743;0.000770;0.000779;0.000752;0.000734;0.000734;0.000779;0.000761;0.000707;0.000806;0.000743;0.000743;0.000761;0.000725;0.000725;0.000770;0.000788;0.000779;0.000761;0.000725;0.000779;0.000770;0.000734;0.000752;0.000743;0.000770;0.000707;0.000743;0.000761;0.000734;0.000761;0.000770
0.090;0.000725;0.000761;0.000761;0.000725;0.000698;0.000725;0.000743;0.000725;0.000761;0.000725;0.000716;0.000752;0.000761;0.000716;0.000725;0.000734;0.000725;0.000689;0.000743;0.000707;0.000752;0.000707;0.000716;0.000761;0.000698;0.000707;0.000743;0.000752;0.000716;0.000698;0.000698;0.000752;0.000725;0.000689;0.000788;0.000716;0.000716;0.000734;0.000698;0.000698;0.000743;0.000761;0.000743;0.000743;0.000698;0.000743;0.000743;0.000734;0.000752;0.000707;0.000743;0.000680;0.000707;0.000734;0.000707;0.000743;0.000743
0.100;0.000689;0.000734;0.000725;0.000698;0.000680;0.000698;0.000743;0.000698;0.000743;0.000698;0.000689;0.000716;0.000734;0.000689;0.000698;0.000734;0.000698;0.000689;0.000716;0.000689;0.000725;0.000707;0.000680;0.000743;0.000680;0.000689;0.000707;0.000716;0.000680;0.000671;0.000680;0.000752;0.000698;0.000662;0.000761;0.000689;0.000689;0.000707;0.000662;0.000698;0.000716;0.000734;0.000707;0.000716;0.000662;0.000707;0.000707;0.000698;0.000716;0.000680;0.000707;0.000680;0.000689;0.000707;0.000680;0.000698;0.000716
