TimeStamp;2025-07-08 14-22-13;2025-07-08 14-22-34;2025-07-08 14-22-53;2025-07-08 14-23-12;2025-07-08 14-23-32;2025-07-08 14-23-53;2025-07-08 14-24-12;2025-07-08 14-24-32;2025-07-08 14-24-51;2025-07-08 14-25-10;2025-07-08 14-25-29;2025-07-08 14-25-48;2025-07-08 14-26-08;2025-07-08 14-26-27;2025-07-08 14-26-46;2025-07-08 14-27-06;2025-07-08 14-27-27;2025-07-08 14-27-47;2025-07-08 14-28-07;2025-07-08 14-28-29;2025-07-08 14-28-48;2025-07-08 14-29-08;2025-07-08 14-29-28;2025-07-08 14-29-48;2025-07-08 14-30-08;2025-07-08 14-30-27;2025-07-08 14-30-48;2025-07-08 14-31-07;2025-07-08 14-31-28;2025-07-08 14-31-49;2025-07-08 14-32-08;2025-07-08 14-32-28;2025-07-08 14-32-47;2025-07-08 14-33-07;2025-07-08 14-33-28;2025-07-08 14-33-47;2025-07-08 14-34-07;2025-07-08 14-34-26;2025-07-08 14-34-48;2025-07-08 14-35-08;2025-07-08 14-35-27;2025-07-08 14-35-48;2025-07-08 14-36-08;2025-07-08 14-36-27;2025-07-08 14-36-46;2025-07-08 14-37-06;2025-07-08 14-37-26;2025-07-08 14-37-46;2025-07-08 14-38-05;2025-07-08 14-38-24;2025-07-08 14-38-43;2025-07-08 14-39-03;2025-07-08 14-39-22;2025-07-08 14-39-42;2025-07-08 14-40-03;2025-07-08 14-40-23;2025-07-08 14-40-43
0.010;0.050800;0.033700;0.081700;0.057900;0.063800;0.057100;0.070500;0.061300;0.064600;0.070100;0.062500;0.062900;0.063800;0.058000;0.063400;0.055400;0.062500;0.060900;0.051700;0.036200;0.068000;0.160600;0.163500;0.165600;0.155600;0.161400;0.161400;0.156400;0.157600;0.153000;0.155600;0.153000;0.150500;0.153500;0.142200;0.155600;0.154700;0.168100;0.005800;0.023700;0.138400;0.130900;0.124700;0.130900;0.129700;0.121800;0.122200;0.123900;0.123800;0.132200;0.136800;0.126300;0.131300;0.118900;0.123800;0.125900;0.118000
0.020;0.041700;0.025800;0.076700;0.062100;0.063800;0.062100;0.064600;0.064600;0.059600;0.062500;0.056300;0.058400;0.057900;0.058400;0.058000;0.064200;0.054600;0.058300;0.054600;0.031600;0.062100;0.155600;0.154700;0.153100;0.161000;0.155100;0.157600;0.155600;0.157600;0.162700;0.161000;0.153000;0.152200;0.153500;0.154700;0.155600;0.153000;0.158500;0.005800;0.030400;0.127600;0.121300;0.124700;0.125100;0.129700;0.128900;0.130100;0.123900;0.128900;0.125100;0.125500;0.123800;0.125500;0.123900;0.130500;0.125900;0.123400
0.030;0.049600;0.032900;0.079200;0.058800;0.061300;0.056700;0.060800;0.060800;0.059600;0.056300;0.056300;0.059600;0.057900;0.058400;0.058000;0.056700;0.054600;0.058300;0.054600;0.031600;0.058800;0.159300;0.157600;0.157200;0.158500;0.155100;0.161400;0.155100;0.159700;0.153900;0.153500;0.152200;0.152200;0.151800;0.160100;0.155600;0.152600;0.153900;0.008700;0.021200;0.121300;0.126800;0.134700;0.133000;0.127600;0.123000;0.126300;0.123000;0.123400;0.125100;0.122200;0.123000;0.125500;0.120100;0.122200;0.118800;0.117600
0.040;0.047100;0.032900;0.078400;0.060000;0.060400;0.056700;0.061700;0.062900;0.060900;0.062500;0.059200;0.057500;0.055900;0.058400;0.061300;0.060000;0.056700;0.059200;0.052900;0.034600;0.059600;0.159300;0.157600;0.153900;0.155600;0.156800;0.161400;0.155100;0.156800;0.159700;0.153500;0.152200;0.153500;0.151800;0.153900;0.155600;0.152600;0.159700;0.002500;0.025800;0.125500;0.122200;0.123000;0.125100;0.129700;0.126300;0.123400;0.123000;0.128500;0.130500;0.123400;0.123000;0.126000;0.120500;0.124300;0.123000;0.117600
0.050;0.047100;0.027500;0.078400;0.060000;0.064600;0.059600;0.063400;0.063800;0.060900;0.062500;0.059200;0.057500;0.055900;0.057500;0.061700;0.060000;0.056700;0.059200;0.052900;0.032900;0.059600;0.158500;0.160600;0.156000;0.163100;0.156800;0.157200;0.155600;0.161800;0.159700;0.156800;0.157600;0.157200;0.153500;0.153900;0.158100;0.154700;0.154300;0.001200;0.026300;0.125500;0.125900;0.131800;0.128900;0.128400;0.126300;0.131400;0.126000;0.125900;0.130500;0.123900;0.123400;0.130500;0.120500;0.124300;0.124300;0.120900
0.060;0.045800;0.027500;0.079200;0.060000;0.062900;0.059600;0.063400;0.064200;0.060400;0.059200;0.059600;0.062100;0.057100;0.058800;0.060900;0.062100;0.056300;0.059600;0.056300;0.033300;0.057900;0.160600;0.158100;0.156400;0.163100;0.158000;0.158900;0.158500;0.158900;0.158500;0.156800;0.154700;0.156000;0.154300;0.153500;0.158900;0.152600;0.159700;0.001200;0.028700;0.123900;0.124700;0.126300;0.127600;0.128400;0.129300;0.131400;0.128000;0.125900;0.129300;0.123900;0.123900;0.124300;0.123400;0.124700;0.125500;0.122200
0.070;0.046300;0.030000;0.080500;0.063400;0.063000;0.060500;0.061700;0.064200;0.062500;0.059200;0.061300;0.060400;0.057100;0.058400;0.062100;0.060800;0.061300;0.058800;0.056300;0.033300;0.057900;0.158500;0.159700;0.156400;0.160100;0.160500;0.160100;0.154700;0.161000;0.158500;0.159700;0.157600;0.156000;0.155100;0.158100;0.158500;0.154300;0.159700;0.000000;0.027100;0.123900;0.124700;0.130500;0.127600;0.130100;0.129300;0.127600;0.125900;0.130900;0.130100;0.126400;0.124300;0.128400;0.123000;0.124700;0.125500;0.120500
0.080;0.047100;0.027900;0.080000;0.058400;0.063000;0.059600;0.063400;0.062100;0.062500;0.062500;0.061300;0.062100;0.055000;0.060000;0.061300;0.060900;0.057500;0.062500;0.054600;0.033300;0.062500;0.157700;0.157200;0.158900;0.159300;0.157200;0.158900;0.157700;0.161000;0.161400;0.158900;0.157600;0.153500;0.155100;0.156800;0.158500;0.156000;0.157200;0.000000;0.027100;0.127200;0.126800;0.130500;0.130500;0.130100;0.127200;0.129300;0.125900;0.127200;0.127200;0.123400;0.124300;0.127600;0.122200;0.125900;0.124300;0.122600
0.090;0.048800;0.031200;0.079600;0.061300;0.062100;0.058400;0.064600;0.063800;0.062500;0.057900;0.058400;0.061300;0.055000;0.060000;0.061300;0.060000;0.057500;0.062500;0.054600;0.033300;0.060900;0.160100;0.161400;0.156800;0.161400;0.157200;0.162200;0.158100;0.160600;0.157200;0.155100;0.153100;0.153500;0.155500;0.155100;0.158500;0.153500;0.158500;0.005400;0.023700;0.124300;0.126800;0.131400;0.128000;0.131800;0.125100;0.127200;0.125500;0.126800;0.127200;0.125900;0.125100;0.127600;0.120900;0.124300;0.122200;0.122600
0.100;0.045400;0.031200;0.079600;0.061300;0.062900;0.058400;0.060900;0.063800;0.061700;0.061300;0.062900;0.061300;0.056700;0.058300;0.061300;0.061300;0.056700;0.061700;0.054600;0.036700;0.061700;0.160100;0.161400;0.158100;0.158500;0.158000;0.162200;0.155600;0.158500;0.161400;0.155100;0.153100;0.157700;0.155500;0.157700;0.156800;0.153500;0.159700;0.001200;0.030400;0.126800;0.124700;0.125900;0.128400;0.129700;0.130500;0.127600;0.125500;0.130900;0.132200;0.125900;0.125100;0.126800;0.124700;0.126400;0.126400;0.119200
