TimeStamp;2025-07-08 14-22-08;2025-07-08 14-22-29;2025-07-08 14-22-48;2025-07-08 14-23-08;2025-07-08 14-23-27;2025-07-08 14-23-48;2025-07-08 14-24-07;2025-07-08 14-24-27;2025-07-08 14-24-46;2025-07-08 14-25-05;2025-07-08 14-25-25;2025-07-08 14-25-44;2025-07-08 14-26-03;2025-07-08 14-26-22;2025-07-08 14-26-41;2025-07-08 14-27-01;2025-07-08 14-27-22;2025-07-08 14-27-42;2025-07-08 14-28-02;2025-07-08 14-28-24;2025-07-08 14-28-43;2025-07-08 14-29-03;2025-07-08 14-29-23;2025-07-08 14-29-44;2025-07-08 14-30-03;2025-07-08 14-30-22;2025-07-08 14-30-43;2025-07-08 14-31-02;2025-07-08 14-31-23;2025-07-08 14-31-44;2025-07-08 14-32-03;2025-07-08 14-32-23;2025-07-08 14-32-43;2025-07-08 14-33-02;2025-07-08 14-33-23;2025-07-08 14-33-43;2025-07-08 14-34-02;2025-07-08 14-34-21;2025-07-08 14-34-43;2025-07-08 14-35-03;2025-07-08 14-35-22;2025-07-08 14-35-43;2025-07-08 14-36-03;2025-07-08 14-36-22;2025-07-08 14-36-42;2025-07-08 14-37-01;2025-07-08 14-37-22;2025-07-08 14-37-41;2025-07-08 14-38-00;2025-07-08 14-38-19;2025-07-08 14-38-39;2025-07-08 14-38-58;2025-07-08 14-39-17;2025-07-08 14-39-37;2025-07-08 14-39-58;2025-07-08 14-40-19;2025-07-08 14-40-38
0.010;0.003270;0.002257;0.002840;0.002535;0.002499;0.002992;0.002508;0.003135;0.002929;0.003162;0.002275;0.002481;0.002463;0.002732;0.002893;0.002732;0.002938;0.002732;0.002678;0.002616;0.003261;0.002445;0.002705;0.002409;0.002257;0.002651;0.002786;0.002607;0.003028;0.002320;0.003511;0.002687;0.002257;0.002589;0.003055;0.002642;0.002875;0.002436;0.002499;0.002553;0.002257;0.002920;0.003046;0.002723;0.002696;0.002257;0.002508;0.002633;0.002257;0.002696;0.003019;0.002660;0.002383;0.002651;0.003010;0.002902;0.002651
0.020;0.003270;0.002624;0.003278;0.002884;0.002822;0.003440;0.002804;0.003583;0.003368;0.003628;0.002669;0.002804;0.002759;0.003153;0.003332;0.002732;0.003377;0.003144;0.003081;0.002992;0.003717;0.002741;0.003108;0.002723;0.002544;0.003028;0.003198;0.002974;0.003476;0.002705;0.003511;0.003090;0.002607;0.002956;0.003511;0.003001;0.003314;0.002732;0.002813;0.002920;0.002660;0.003368;0.003502;0.003135;0.003099;0.002642;0.002822;0.003010;0.002660;0.003099;0.003019;0.002660;0.002714;0.003037;0.003476;0.003359;0.003037
0.030;0.003726;0.003010;0.003735;0.003314;0.002822;0.003888;0.003225;0.004031;0.003825;0.003628;0.003072;0.003243;0.003180;0.003610;0.003789;0.003144;0.003834;0.003144;0.003538;0.003440;0.004156;0.003153;0.003565;0.003126;0.002893;0.003476;0.003655;0.003422;0.003933;0.003108;0.003915;0.003547;0.002983;0.003359;0.003950;0.003449;0.003771;0.003144;0.003243;0.003359;0.003055;0.003825;0.003950;0.003592;0.003099;0.003028;0.003261;0.003467;0.003046;0.003547;0.003476;0.003055;0.003117;0.003494;0.003924;0.003816;0.003037
0.040;0.004156;0.003458;0.004130;0.003780;0.003270;0.004300;0.003673;0.004416;0.004246;0.004067;0.003529;0.003673;0.003180;0.004049;0.004219;0.003601;0.004219;0.003601;0.003986;0.003897;0.004506;0.003610;0.004013;0.003583;0.003332;0.003933;0.004103;0.003879;0.004336;0.003565;0.004327;0.003986;0.003431;0.003816;0.004363;0.003449;0.004201;0.003601;0.003682;0.003359;0.003511;0.004246;0.004345;0.004040;0.003547;0.003485;0.003717;0.003924;0.003511;0.004013;0.003924;0.003458;0.003574;0.003950;0.003924;0.004201;0.003494
0.050;0.004497;0.003906;0.004479;0.004210;0.003726;0.004524;0.004121;0.004524;0.004524;0.004434;0.003977;0.004094;0.003637;0.004425;0.004515;0.004049;0.004219;0.004049;0.004380;0.004300;0.004506;0.004058;0.004398;0.004031;0.003753;0.003933;0.004452;0.004291;0.004524;0.004013;0.004524;0.004380;0.003843;0.004237;0.004524;0.003897;0.004201;0.004049;0.004139;0.003816;0.003968;0.004524;0.004524;0.004425;0.004004;0.003933;0.004156;0.004318;0.003950;0.004398;0.004327;0.003915;0.004022;0.004345;0.004327;0.004524;0.003950
0.060;0.004730;0.004309;0.004721;0.004210;0.004156;0.004802;0.004461;0.004810;0.004784;0.004658;0.004363;0.004452;0.004085;0.004524;0.004748;0.004425;0.004524;0.004425;0.004524;0.004524;0.004730;0.004434;0.004524;0.004407;0.004192;0.004327;0.004712;0.004524;0.004810;0.004013;0.004802;0.004524;0.004264;0.004524;0.004810;0.004309;0.004515;0.004425;0.004479;0.004237;0.004363;0.004775;0.004524;0.004542;0.004389;0.004327;0.004497;0.004524;0.004345;0.004524;0.004524;0.004318;0.004416;0.004524;0.004524;0.004524;0.004345
0.070;0.004855;0.004524;0.004855;0.004515;0.004497;0.004802;0.004721;0.004882;0.004784;0.004837;0.004524;0.004452;0.004443;0.004819;0.004864;0.004524;0.004757;0.004524;0.004810;0.004793;0.004864;0.004587;0.004810;0.004524;0.004515;0.004524;0.004846;0.004793;0.004810;0.004398;0.004882;0.004810;0.004524;0.004766;0.004810;0.004524;0.004757;0.004425;0.004730;0.004524;0.004524;0.004873;0.004802;0.004837;0.004524;0.004524;0.004739;0.004802;0.004524;0.004524;0.004810;0.004524;0.004524;0.004810;0.004802;0.004757;0.004524
0.080;0.004873;0.004784;0.004882;0.004748;0.004730;0.004891;0.004846;0.004882;0.004891;0.004891;0.004810;0.004703;0.004676;0.004873;0.004864;0.004810;0.004864;0.004819;0.004882;0.004873;0.004900;0.004828;0.004873;0.004819;0.004748;0.004793;0.004846;0.004882;0.004882;0.004524;0.004891;0.004882;0.004793;0.004864;0.004882;0.004802;0.004864;0.004569;0.004855;0.004766;0.004810;0.004882;0.004882;0.004891;0.004810;0.004802;0.004739;0.004882;0.004802;0.004846;0.004891;0.004802;0.004810;0.004882;0.004882;0.004864;0.004802
0.090;0.004873;0.004864;0.004882;0.004846;0.004855;0.004891;0.004873;0.004882;0.004900;0.004882;0.004882;0.004837;0.004828;0.004873;0.004891;0.004873;0.004882;0.004882;0.004882;0.004873;0.004891;0.004891;0.004873;0.004882;0.004864;0.004873;0.004882;0.004882;0.004891;0.004810;0.004864;0.004891;0.004873;0.004873;0.004882;0.004882;0.004882;0.004846;0.004891;0.004864;0.004891;0.004864;0.004891;0.004882;0.004882;0.004873;0.004864;0.004891;0.004882;0.004900;0.004900;0.004873;0.004900;0.004882;0.004891;0.004882;0.004873
0.100;0.004802;0.004864;0.004882;0.004873;0.004882;0.004873;0.004873;0.004837;0.004882;0.004810;0.004882;0.004882;0.004882;0.004810;0.004873;0.004873;0.004864;0.004882;0.004882;0.004873;0.004819;0.004891;0.004819;0.004891;0.004864;0.004882;0.004882;0.004882;0.004873;0.004882;0.004766;0.004891;0.004891;0.004855;0.004864;0.004891;0.004873;0.004891;0.004882;0.004882;0.004891;0.004864;0.004864;0.004846;0.004882;0.004873;0.004891;0.004864;0.004882;0.004900;0.004873;0.004882;0.004900;0.004855;0.004855;0.004873;0.004882
