TimeStamp;2025-07-08 14-22-15;2025-07-08 14-22-36;2025-07-08 14-22-55;2025-07-08 14-23-14;2025-07-08 14-23-34;2025-07-08 14-23-55;2025-07-08 14-24-14;2025-07-08 14-24-34;2025-07-08 14-24-53;2025-07-08 14-25-12;2025-07-08 14-25-31;2025-07-08 14-25-50;2025-07-08 14-26-10;2025-07-08 14-26-29;2025-07-08 14-26-48;2025-07-08 14-27-08;2025-07-08 14-27-29;2025-07-08 14-27-49;2025-07-08 14-28-09;2025-07-08 14-28-31;2025-07-08 14-28-50;2025-07-08 14-29-10;2025-07-08 14-29-30;2025-07-08 14-29-50;2025-07-08 14-30-10;2025-07-08 14-30-29;2025-07-08 14-30-50;2025-07-08 14-31-09;2025-07-08 14-31-30;2025-07-08 14-31-51;2025-07-08 14-32-10;2025-07-08 14-32-30;2025-07-08 14-32-49;2025-07-08 14-33-09;2025-07-08 14-33-30;2025-07-08 14-33-49;2025-07-08 14-34-09;2025-07-08 14-34-28;2025-07-08 14-34-50;2025-07-08 14-35-10;2025-07-08 14-35-29;2025-07-08 14-35-50;2025-07-08 14-36-10;2025-07-08 14-36-29;2025-07-08 14-36-48;2025-07-08 14-37-08;2025-07-08 14-37-28;2025-07-08 14-37-48;2025-07-08 14-38-07;2025-07-08 14-38-26;2025-07-08 14-38-46;2025-07-08 14-39-05;2025-07-08 14-39-24;2025-07-08 14-39-44;2025-07-08 14-40-05;2025-07-08 14-40-25;2025-07-08 14-40-45
0.010;0.007409;0.007274;0.007516;0.006656;0.006638;0.007256;0.006781;0.007113;0.007328;0.006737;0.006943;0.007615;0.007328;0.007588;0.007167;0.007050;0.007032;0.006880;0.007014;0.006799;0.007140;0.006979;0.006701;0.006701;0.007095;0.007167;0.007534;0.007014;0.007265;0.007140;0.006790;0.007579;0.007167;0.007032;0.007839;0.007346;0.007328;0.006593;0.006952;0.006683;0.007588;0.006844;0.007014;0.007328;0.006808;0.006557;0.007086;0.006898;0.006531;0.007077;0.006952;0.007265;0.006988;0.006853;0.006549;0.006513;0.006378
0.020;0.007830;0.007740;0.007910;0.007229;0.007211;0.007256;0.007337;0.007624;0.007776;0.007301;0.007480;0.007615;0.007785;0.007588;0.007668;0.007561;0.007552;0.007427;0.007489;0.007355;0.007650;0.007507;0.007274;0.007265;0.007606;0.007659;0.007928;0.007543;0.007731;0.007650;0.007346;0.007946;0.007668;0.007543;0.007839;0.007794;0.007328;0.007176;0.007489;0.007247;0.007964;0.007391;0.007543;0.007785;0.007355;0.007140;0.007606;0.007453;0.007104;0.007588;0.007480;0.007731;0.007507;0.007400;0.007131;0.007095;0.006970
0.030;0.008081;0.008036;0.008125;0.007704;0.007695;0.007731;0.007776;0.007624;0.007776;0.007722;0.007883;0.007973;0.008063;0.007955;0.007991;0.007946;0.007552;0.007848;0.007901;0.007803;0.007982;0.007901;0.007740;0.007740;0.007973;0.007659;0.007928;0.007901;0.008036;0.007982;0.007794;0.008143;0.008000;0.007928;0.008098;0.008072;0.007785;0.007668;0.007901;0.007722;0.008152;0.007830;0.007928;0.008063;0.007812;0.007642;0.007973;0.007866;0.007624;0.007955;0.007892;0.008045;0.007910;0.007830;0.007606;0.007606;0.007498
0.040;0.008179;0.008036;0.008188;0.008018;0.008009;0.008018;0.008063;0.007982;0.008054;0.008027;0.008116;0.008161;0.008197;0.008152;0.008161;0.008143;0.007928;0.008098;0.008125;0.008072;0.007982;0.008125;0.008036;0.008045;0.008152;0.007991;0.008134;0.008125;0.008179;0.008161;0.008063;0.008197;0.008170;0.008143;0.008197;0.008197;0.008063;0.007991;0.008125;0.008036;0.008152;0.008089;0.008143;0.008063;0.008072;0.007982;0.008152;0.008107;0.007982;0.007955;0.008125;0.008179;0.008134;0.008098;0.007964;0.007973;0.007901
0.050;0.008179;0.008179;0.008188;0.008170;0.008179;0.008170;0.008179;0.008161;0.008179;0.008179;0.008197;0.008197;0.008206;0.008206;0.008206;0.008197;0.008143;0.008197;0.008125;0.008188;0.008161;0.008197;0.008179;0.008179;0.008197;0.008170;0.008197;0.008125;0.008179;0.008206;0.008188;0.008188;0.008197;0.008197;0.008197;0.008206;0.008197;0.008170;0.008197;0.008188;0.008197;0.008197;0.008206;0.008188;0.008188;0.008161;0.008197;0.008197;0.008170;0.008152;0.008197;0.008197;0.008197;0.008098;0.008152;0.008152;0.008125
0.060;0.008125;0.008188;0.008188;0.008188;0.008197;0.008197;0.008188;0.008197;0.008188;0.008197;0.008197;0.008188;0.008161;0.008197;0.008179;0.008188;0.008197;0.008197;0.008197;0.008197;0.008197;0.008197;0.008179;0.008197;0.008197;0.008197;0.008197;0.008197;0.008197;0.008188;0.008197;0.008081;0.008179;0.008197;0.008143;0.008161;0.008206;0.008188;0.008197;0.008197;0.008197;0.008206;0.008197;0.008197;0.008197;0.008197;0.008197;0.008197;0.008206;0.008206;0.008197;0.008170;0.008197;0.008197;0.008197;0.008197;0.008197
0.070;0.007955;0.008152;0.008098;0.008161;0.008170;0.008170;0.008188;0.008188;0.008152;0.008170;0.008116;0.008072;0.007991;0.008089;0.008063;0.008188;0.008197;0.008134;0.008197;0.008152;0.008188;0.008116;0.008197;0.008170;0.008188;0.008179;0.008107;0.008197;0.008161;0.008063;0.008152;0.008081;0.008054;0.008107;0.007973;0.007991;0.008161;0.008179;0.008116;0.008170;0.008081;0.008143;0.008107;0.008152;0.008143;0.008188;0.008188;0.008197;0.008197;0.008197;0.008125;0.008036;0.008197;0.008197;0.008188;0.008188;0.008197
0.080;0.007704;0.008000;0.007892;0.008027;0.008027;0.008036;0.008161;0.008063;0.007982;0.008018;0.007928;0.007857;0.007758;0.007883;0.007848;0.008081;0.008107;0.007955;0.008116;0.007982;0.008054;0.007919;0.008170;0.008027;0.008072;0.008045;0.007910;0.008116;0.008018;0.007848;0.008000;0.007883;0.008054;0.007901;0.007713;0.007749;0.007991;0.008045;0.007928;0.008170;0.007874;0.008143;0.007910;0.007982;0.008143;0.008188;0.008089;0.008134;0.008197;0.008089;0.007937;0.008036;0.008107;0.008143;0.008072;0.008089;0.008197
0.090;0.007704;0.007767;0.007659;0.007794;0.007830;0.007803;0.008000;0.007866;0.007740;0.007785;0.007668;0.007615;0.007480;0.007615;0.007579;0.007883;0.007892;0.007955;0.007928;0.007740;0.007839;0.007919;0.008018;0.007803;0.007866;0.007830;0.007642;0.007928;0.007776;0.007570;0.007767;0.007615;0.007848;0.007633;0.007435;0.007480;0.007758;0.007821;0.007659;0.008027;0.007606;0.007982;0.007668;0.007749;0.007982;0.008063;0.007874;0.007946;0.008081;0.007874;0.007668;0.007803;0.007919;0.007973;0.008072;0.007874;0.008107
0.100;0.007427;0.007498;0.007364;0.007525;0.007561;0.007525;0.007767;0.007606;0.007471;0.007516;0.007382;0.007328;0.007480;0.007328;0.007301;0.007642;0.007642;0.007695;0.007668;0.007462;0.007570;0.007659;0.007776;0.007534;0.007624;0.007552;0.007355;0.007659;0.007498;0.007570;0.007767;0.007328;0.007588;0.007346;0.007149;0.007480;0.007471;0.007543;0.007364;0.007794;0.007319;0.007722;0.007391;0.007498;0.007749;0.007839;0.007606;0.007686;0.007874;0.007606;0.007668;0.007525;0.007650;0.007713;0.007874;0.007615;0.007919
