TimeStamp;2025-07-08 14-22-22;2025-07-08 14-22-41;2025-07-08 14-23-00;2025-07-08 14-23-20;2025-07-08 14-23-41;2025-07-08 14-24-00;2025-07-08 14-24-19;2025-07-08 14-24-39;2025-07-08 14-24-58;2025-07-08 14-25-17;2025-07-08 14-25-37;2025-07-08 14-25-55;2025-07-08 14-26-15;2025-07-08 14-26-34;2025-07-08 14-26-53;2025-07-08 14-27-15;2025-07-08 14-27-35;2025-07-08 14-27-55;2025-07-08 14-28-16;2025-07-08 14-28-36;2025-07-08 14-28-55;2025-07-08 14-29-15;2025-07-08 14-29-36;2025-07-08 14-29-56;2025-07-08 14-30-15;2025-07-08 14-30-36;2025-07-08 14-30-55;2025-07-08 14-31-16;2025-07-08 14-31-37;2025-07-08 14-31-56;2025-07-08 14-32-16;2025-07-08 14-32-35;2025-07-08 14-32-55;2025-07-08 14-33-16;2025-07-08 14-33-35;2025-07-08 14-33-55;2025-07-08 14-34-14;2025-07-08 14-34-35;2025-07-08 14-34-56;2025-07-08 14-35-15;2025-07-08 14-35-36;2025-07-08 14-35-56;2025-07-08 14-36-15;2025-07-08 14-36-34;2025-07-08 14-36-53;2025-07-08 14-37-14;2025-07-08 14-37-34;2025-07-08 14-37-53;2025-07-08 14-38-12;2025-07-08 14-38-31;2025-07-08 14-38-51;2025-07-08 14-39-10;2025-07-08 14-39-30;2025-07-08 14-39-51;2025-07-08 14-40-11;2025-07-08 14-40-31;2025-07-08 14-40-50
0.010;0.003529;0.003413;0.003467;0.003458;0.004183;0.003287;0.003601;0.003628;0.003431;0.003565;0.003538;0.003565;0.003368;0.003171;0.003368;0.003655;0.003637;0.004112;0.004649;0.003063;0.004067;0.004094;0.003090;0.003440;0.003323;0.003287;0.003637;0.004882;0.003906;0.003744;0.003225;0.004112;0.003959;0.004873;0.003386;0.003305;0.004488;0.003538;0.004130;0.003440;0.003458;0.004864;0.003547;0.003529;0.003520;0.003646;0.003458;0.003458;0.003717;0.003341;0.003278;0.003296;0.004873;0.003529;0.003314;0.003816;0.003252
0.020;0.003377;0.003413;0.003323;0.003314;0.003950;0.003162;0.003449;0.003628;0.003305;0.003413;0.003386;0.003413;0.003243;0.003072;0.003234;0.003485;0.003476;0.003888;0.004828;0.002965;0.003843;0.003870;0.003001;0.003305;0.003207;0.003171;0.003494;0.004873;0.003717;0.003565;0.003108;0.003888;0.003753;0.004864;0.003261;0.003198;0.004273;0.003386;0.003897;0.003296;0.003314;0.004864;0.003386;0.003377;0.003368;0.003494;0.003314;0.003314;0.003547;0.003225;0.003153;0.003171;0.004864;0.003377;0.003189;0.003619;0.003135
0.030;0.003252;0.003278;0.003323;0.003189;0.003735;0.003055;0.003305;0.003467;0.003180;0.003287;0.003252;0.003278;0.003126;0.002965;0.003126;0.003341;0.003332;0.003691;0.004873;0.002884;0.003655;0.003664;0.002911;0.003180;0.003207;0.003063;0.003341;0.004873;0.003538;0.003404;0.003019;0.003673;0.003574;0.004864;0.003144;0.003090;0.004040;0.003261;0.003673;0.003171;0.003189;0.004873;0.003252;0.003243;0.003243;0.003494;0.003180;0.003314;0.003386;0.003099;0.003055;0.003072;0.004784;0.003243;0.003081;0.003467;0.003135
0.040;0.003126;0.003153;0.003198;0.003072;0.003735;0.002956;0.003180;0.003323;0.003081;0.003162;0.003153;0.003162;0.003019;0.002884;0.003019;0.003216;0.003216;0.003529;0.004873;0.002884;0.003467;0.003494;0.002813;0.003063;0.003099;0.002965;0.003341;0.004802;0.003386;0.003270;0.002920;0.003511;0.003413;0.004802;0.003046;0.002992;0.003807;0.003144;0.003511;0.003063;0.003081;0.004837;0.003135;0.003117;0.003117;0.003341;0.003072;0.003189;0.003252;0.003010;0.002956;0.003072;0.004524;0.003126;0.002983;0.003314;0.003037
0.050;0.003010;0.003055;0.003081;0.002956;0.003565;0.002866;0.003072;0.003189;0.002965;0.003046;0.003037;0.003046;0.002920;0.002786;0.002911;0.003099;0.003099;0.003529;0.004810;0.002786;0.003305;0.003494;0.002723;0.002947;0.003001;0.002965;0.003198;0.004524;0.003243;0.003135;0.002813;0.003341;0.003413;0.004524;0.002947;0.002884;0.003610;0.003028;0.003341;0.003063;0.002983;0.004730;0.003019;0.003010;0.003010;0.003207;0.003072;0.003072;0.003108;0.002902;0.002875;0.002974;0.004443;0.003028;0.002884;0.003171;0.002938
0.060;0.003010;0.002938;0.002965;0.002848;0.003386;0.002768;0.002956;0.003063;0.002875;0.003046;0.002920;0.002929;0.002813;0.002687;0.002804;0.002992;0.002992;0.003359;0.004542;0.002687;0.003162;0.003332;0.002624;0.002840;0.002884;0.002866;0.003072;0.004452;0.003117;0.003028;0.002714;0.003189;0.003278;0.004470;0.002831;0.002884;0.003431;0.002911;0.003189;0.002956;0.002875;0.004524;0.002911;0.002893;0.003010;0.003081;0.002956;0.002956;0.003108;0.002795;0.002768;0.002875;0.004443;0.002911;0.002884;0.003046;0.002822
0.070;0.002902;0.002822;0.002857;0.002750;0.003234;0.002669;0.002831;0.002947;0.002768;0.002938;0.002804;0.002813;0.002705;0.002687;0.002804;0.002884;0.002875;0.003207;0.004488;0.002598;0.003162;0.003180;0.002624;0.002732;0.002786;0.002768;0.002947;0.004228;0.002992;0.002911;0.002714;0.003055;0.003144;0.004246;0.002741;0.002777;0.003261;0.002804;0.003055;0.002831;0.002777;0.004345;0.002795;0.002786;0.002884;0.002956;0.002840;0.002822;0.002992;0.002696;0.002669;0.002768;0.004219;0.002804;0.002786;0.002929;0.002723
0.080;0.002786;0.002723;0.002750;0.002750;0.003090;0.002562;0.002741;0.002822;0.002660;0.002813;0.002705;0.002714;0.002705;0.002589;0.002705;0.002777;0.002768;0.003072;0.004282;0.002490;0.003028;0.003046;0.002526;0.002732;0.002687;0.002660;0.002822;0.003977;0.002875;0.002795;0.002616;0.003055;0.003019;0.003995;0.002642;0.002678;0.003108;0.002696;0.002929;0.002732;0.002660;0.004103;0.002687;0.002687;0.002786;0.002822;0.002732;0.002741;0.002875;0.002598;0.002553;0.002669;0.003959;0.002696;0.002678;0.002929;0.002633
0.090;0.002687;0.002633;0.002660;0.002651;0.002956;0.002562;0.002642;0.002723;0.002544;0.002714;0.002607;0.002624;0.002607;0.002490;0.002607;0.002669;0.002660;0.002938;0.004282;0.002257;0.002902;0.002920;0.002293;0.002642;0.002589;0.002553;0.002723;0.003726;0.002768;0.002696;0.002517;0.002947;0.002893;0.003753;0.002535;0.002580;0.002992;0.002598;0.002813;0.002642;0.002562;0.003870;0.002687;0.002598;0.002678;0.002732;0.002642;0.002642;0.002759;0.002508;0.002553;0.002580;0.003717;0.002607;0.002589;0.002813;0.002526
0.100;0.002598;0.002526;0.002544;0.002544;0.002840;0.002472;0.002544;0.002633;0.002472;0.002616;0.002607;0.002624;0.002508;0.002257;0.002508;0.002571;0.002553;0.002822;0.004031;0.002257;0.002795;0.002813;0.002257;0.002544;0.002490;0.002463;0.002633;0.003520;0.002660;0.002696;0.002275;0.002822;0.002786;0.003538;0.002436;0.002481;0.002875;0.002598;0.002714;0.002535;0.002472;0.003628;0.002598;0.002598;0.002589;0.002642;0.002544;0.002535;0.002660;0.002508;0.002463;0.002481;0.003511;0.002508;0.002481;0.002705;0.002392
