TimeStamp;2025-07-08 14-22-15;2025-07-08 14-22-36;2025-07-08 14-22-55;2025-07-08 14-23-14;2025-07-08 14-23-34;2025-07-08 14-23-55;2025-07-08 14-24-14;2025-07-08 14-24-34;2025-07-08 14-24-53;2025-07-08 14-25-12;2025-07-08 14-25-31;2025-07-08 14-25-50;2025-07-08 14-26-10;2025-07-08 14-26-29;2025-07-08 14-26-48;2025-07-08 14-27-08;2025-07-08 14-27-29;2025-07-08 14-27-49;2025-07-08 14-28-09;2025-07-08 14-28-31;2025-07-08 14-28-50;2025-07-08 14-29-10;2025-07-08 14-29-30;2025-07-08 14-29-50;2025-07-08 14-30-10;2025-07-08 14-30-29;2025-07-08 14-30-50;2025-07-08 14-31-09;2025-07-08 14-31-30;2025-07-08 14-31-51;2025-07-08 14-32-10;2025-07-08 14-32-30;2025-07-08 14-32-49;2025-07-08 14-33-09;2025-07-08 14-33-30;2025-07-08 14-33-49;2025-07-08 14-34-09;2025-07-08 14-34-28;2025-07-08 14-34-50;2025-07-08 14-35-10;2025-07-08 14-35-29;2025-07-08 14-35-50;2025-07-08 14-36-10;2025-07-08 14-36-29;2025-07-08 14-36-48;2025-07-08 14-37-08;2025-07-08 14-37-28;2025-07-08 14-37-48;2025-07-08 14-38-07;2025-07-08 14-38-26;2025-07-08 14-38-46;2025-07-08 14-39-05;2025-07-08 14-39-24;2025-07-08 14-39-44;2025-07-08 14-40-05;2025-07-08 14-40-25;2025-07-08 14-40-45
0.010;3.764600;3.362900;3.190600;4.435700;3.766700;3.772100;4.424500;4.816600;4.442800;4.410700;3.334100;3.336200;3.030000;3.765400;3.753700;5.220800;4.413200;3.753700;5.213300;4.417400;4.433600;3.760400;5.831500;4.426100;4.423200;4.047000;4.059100;4.423600;4.420300;3.532200;4.429500;3.349500;4.436100;3.327000;3.336200;3.319100;3.766700;4.433200;3.336600;5.239600;3.192300;4.432800;3.766700;3.760000;4.432400;5.246600;4.436600;5.247500;5.239900;3.778300;3.778700;4.442000;3.780400;4.436600;5.256200;5.237000;5.267500
0.020;3.039600;3.362900;3.190600;4.435700;3.766700;3.772100;4.424500;3.536000;3.335800;3.349900;3.334100;3.336200;3.030000;3.032100;3.055000;3.041700;3.343300;3.753700;3.769600;3.332000;3.347000;3.760400;3.344500;3.334100;3.344100;3.204800;3.182700;4.423600;3.351600;2.894900;3.337400;2.766800;3.332400;3.327000;2.776000;2.785100;3.059200;3.332000;3.336600;3.768700;3.192300;3.348700;3.041300;3.760000;4.432400;3.760000;3.360800;3.764100;3.787100;3.778300;3.778700;2.792200;3.780400;3.345400;3.787900;3.782100;5.267500
0.030;2.506900;2.717600;2.592000;2.771800;3.046300;3.047500;2.780100;2.899000;2.782700;2.781400;2.790600;2.283400;2.472700;2.467300;2.457700;3.041700;3.343300;2.459800;3.037100;2.776000;2.788100;2.465200;3.344500;2.700500;2.772600;3.204800;2.566100;2.770100;2.689200;2.894900;2.777200;2.257900;2.719600;2.781400;2.248300;2.785100;3.059200;2.783100;2.762600;3.041700;2.231200;2.793500;2.486000;2.576100;2.702600;3.062100;2.774700;3.052100;3.035400;3.048800;2.416000;2.792200;3.039200;3.345400;3.051300;3.053800;3.071300
0.040;2.183600;2.274600;2.235000;2.771800;2.554900;2.484400;2.780100;2.318400;2.391400;2.781400;2.252900;2.283400;2.177800;2.195300;2.212000;2.477700;2.779700;2.459800;2.546600;2.377600;2.408100;2.465200;2.790100;2.700500;2.396800;2.266700;2.208700;2.770100;2.289200;2.234500;2.777200;2.202000;2.278700;2.233700;2.187000;2.183600;2.484000;2.783100;2.242900;2.574500;2.231200;2.793500;2.486000;2.576100;2.702600;2.566100;2.774700;2.564500;3.035400;2.569100;2.416000;2.259100;2.585700;2.788100;3.051300;2.495700;3.071300
0.050;2.132300;2.228300;2.173200;2.253700;2.255800;2.215800;2.376800;2.318400;2.102700;2.336700;2.202400;2.193700;2.100200;2.195300;2.212000;2.195300;2.316300;2.197400;2.546600;2.377600;2.408100;2.205300;2.382200;2.267100;2.396800;2.266700;2.132300;2.387600;2.190300;2.234500;2.395500;2.202000;2.207400;2.192000;2.187000;2.183600;2.217800;2.247900;2.180300;2.574500;2.162400;2.398900;2.207000;2.257100;2.290400;2.566100;2.199500;2.260800;2.591200;2.265400;2.257900;2.212400;2.239100;2.250400;2.260000;2.495700;2.572400
0.060;2.067700;2.228300;2.104000;2.198600;2.255800;2.113200;2.112700;2.091900;2.102700;2.141500;2.202400;2.121500;2.100200;2.059700;2.119000;2.115200;2.144000;2.111500;2.058500;2.090200;2.119400;2.109000;2.124400;2.193700;2.096000;2.098100;2.072700;2.094800;2.097300;2.096900;2.096500;2.073900;2.121500;2.084800;2.026000;2.088100;2.120600;2.196600;2.180300;2.060600;2.094400;2.125700;2.117300;2.086000;2.209900;2.254100;2.199500;2.260800;2.253700;2.073900;2.116100;2.083500;2.071000;2.212800;2.260000;2.131500;2.196200
0.070;2.067700;2.022600;2.024300;2.090600;2.055600;2.076800;2.072700;2.091900;1.982200;2.084400;2.026400;2.014300;1.986700;2.059700;2.052700;2.115200;2.087700;2.046000;2.058500;2.079800;2.107700;2.061400;2.124400;2.106500;2.089400;2.057200;2.072700;2.088500;2.097300;2.046800;2.106500;2.040100;2.121500;2.013400;2.026000;2.013000;2.089400;2.081900;2.023500;2.060600;2.008000;2.098100;2.066800;2.048500;2.118600;2.070200;2.093100;2.051400;2.066400;2.069800;2.096000;2.083500;2.061400;2.071400;2.076800;2.131500;2.161100
0.080;2.011800;2.022600;2.024300;2.090600;2.055600;2.076800;2.072700;2.059300;1.982200;2.021800;2.026400;2.014300;1.986700;1.998800;2.010100;2.009300;2.019300;2.046000;2.041800;1.970900;2.006800;2.061400;2.082300;2.011400;2.000100;2.011800;1.985100;2.088500;2.016400;2.018500;1.991300;1.983400;2.030600;2.013400;2.001300;2.002200;2.029300;2.037600;2.023500;2.060200;2.008000;1.998400;2.005900;2.048500;2.118600;2.039700;2.045200;2.051400;2.072700;2.069800;2.096000;2.007600;2.061400;2.032200;2.076800;2.083500;2.161100
0.090;1.997600;2.023900;2.003900;1.998400;2.012200;2.007200;1.994700;2.015500;1.991400;1.982200;2.009300;1.972100;1.983400;1.966300;1.966300;2.009300;2.019300;1.973000;1.996700;1.988000;2.014300;1.996800;1.993400;2.003400;2.002200;2.011800;1.972600;2.007600;1.989700;2.018500;2.008400;1.983400;2.022200;2.009300;1.967600;2.002200;2.029300;1.995500;1.983400;2.008000;1.956300;2.011400;1.974600;1.956700;2.012200;2.015500;1.994300;2.013000;2.003800;2.014300;1.993400;2.007600;2.003000;2.032200;2.016800;2.016400;2.054700
0.100;1.965100;1.965100;1.981700;1.998400;1.956300;1.975900;1.994700;1.979600;1.970500;1.982200;1.966700;1.972100;1.941700;1.951300;1.958800;1.986300;1.997600;1.973000;1.961700;1.943800;1.973800;1.964600;2.003800;2.003400;1.974200;1.968000;1.951700;2.007600;1.973400;1.947900;2.008400;1.948400;1.971300;1.965100;1.932100;1.922900;1.985900;1.995500;1.962500;1.975500;1.956300;2.011400;1.974600;1.956700;2.012200;1.950500;1.994300;1.950500;2.003800;1.968400;1.993400;1.985500;1.983400;1.999700;2.016800;1.990500;2.054300
