TimeStamp;2025-07-07 10-55-21;2025-07-07 10-55-39;2025-07-07 10-55-57;2025-07-07 10-56-15;2025-07-07 10-56-33;2025-07-07 10-56-52;2025-07-07 10-57-10;2025-07-07 10-57-28;2025-07-07 10-57-46;2025-07-07 10-58-05;2025-07-07 10-58-23;2025-07-07 10-58-41;2025-07-07 10-58-59;2025-07-07 10-59-18;2025-07-07 10-59-35;2025-07-07 10-59-54;2025-07-07 11-00-12;2025-07-07 11-00-30;2025-07-07 11-00-48;2025-07-07 11-01-06;2025-07-07 11-01-24;2025-07-07 11-01-43;2025-07-07 11-02-01;2025-07-07 11-02-19;2025-07-07 11-02-37;2025-07-07 11-02-55;2025-07-07 11-03-14;2025-07-07 11-03-32;2025-07-07 11-03-50;2025-07-07 11-04-09;2025-07-07 11-04-27;2025-07-07 11-04-45;2025-07-07 11-05-04;2025-07-07 11-05-22;2025-07-07 11-05-40;2025-07-07 11-05-58;2025-07-07 11-06-16;2025-07-07 11-06-35;2025-07-07 11-06-53;2025-07-07 11-07-11;2025-07-07 11-07-30;2025-07-07 11-07-49;2025-07-07 11-08-09;2025-07-07 11-08-29;2025-07-07 11-08-47;2025-07-07 11-09-06;2025-07-07 11-09-24;2025-07-07 11-09-42;2025-07-07 11-10-00;2025-07-07 11-10-20;2025-07-07 11-10-39;2025-07-07 11-10-57;2025-07-07 11-11-15;2025-07-07 11-11-33;2025-07-07 11-11-52;2025-07-07 11-12-10;2025-07-07 11-12-28;2025-07-07 11-12-46;2025-07-07 11-13-04;2025-07-07 11-13-22;2025-07-07 11-13-40;2025-07-07 11-16-30;2025-07-07 11-16-48;2025-07-07 11-17-06;2025-07-07 11-17-25;2025-07-07 11-17-42;2025-07-07 11-18-00;2025-07-07 11-18-19;2025-07-07 11-18-37;2025-07-07 11-18-55;2025-07-07 11-19-14;2025-07-07 11-19-32;2025-07-07 11-19-50;2025-07-07 11-20-08;2025-07-07 11-20-28;2025-07-07 11-20-46;2025-07-07 11-21-05;2025-07-07 11-21-23;2025-07-07 11-21-42;2025-07-07 11-22-00;2025-07-07 11-22-18;2025-07-07 11-22-37;2025-07-07 11-22-55;2025-07-07 11-23-13;2025-07-07 11-23-31;2025-07-07 11-23-50;2025-07-07 11-24-08;2025-07-07 11-24-26;2025-07-07 11-24-45;2025-07-07 11-25-03;2025-07-07 11-25-21;2025-07-07 11-25-39;2025-07-07 11-25-57;2025-07-07 11-26-16;2025-07-07 11-26-34;2025-07-07 11-26-52;2025-07-07 11-27-10;2025-07-07 11-27-28;2025-07-07 11-27-46;2025-07-07 11-28-04;2025-07-07 11-28-23;2025-07-07 11-28-41;2025-07-07 11-29-00;2025-07-07 11-29-18;2025-07-07 11-29-35;2025-07-07 11-29-53;2025-07-07 11-30-12;2025-07-07 11-30-30;2025-07-07 11-30-48;2025-07-07 11-31-07;2025-07-07 11-31-25;2025-07-07 11-31-43;2025-07-07 11-32-01;2025-07-07 11-32-20;2025-07-07 11-32-38;2025-07-07 11-32-56;2025-07-07 11-33-16;2025-07-07 11-33-37;2025-07-07 11-33-55;2025-07-07 11-34-13;2025-07-07 11-34-31;2025-07-07 11-34-49;2025-07-07 11-35-08;2025-07-07 11-35-26;2025-07-07 11-35-44;2025-07-07 11-38-13;2025-07-07 11-38-31;2025-07-07 11-38-50;2025-07-07 11-39-08;2025-07-07 11-39-26;2025-07-07 11-39-44;2025-07-07 11-40-02;2025-07-07 11-40-21;2025-07-07 11-40-39;2025-07-07 11-40-58;2025-07-07 11-41-16;2025-07-07 11-41-34;2025-07-07 11-41-52;2025-07-07 11-42-10;2025-07-07 11-42-28;2025-07-07 11-42-46;2025-07-07 11-43-05;2025-07-07 11-43-23;2025-07-07 11-43-42;2025-07-07 11-44-00;2025-07-07 11-44-18;2025-07-07 11-44-37;2025-07-07 11-44-55;2025-07-07 11-45-13;2025-07-07 11-45-32;2025-07-07 11-45-50;2025-07-07 11-46-08;2025-07-07 11-46-27;2025-07-07 11-46-45;2025-07-07 11-47-03;2025-07-07 11-47-21;2025-07-07 11-47-39;2025-07-07 11-47-58;2025-07-07 11-48-17;2025-07-07 11-48-35;2025-07-07 11-48-53;2025-07-07 11-49-11;2025-07-07 11-49-29;2025-07-07 11-49-47;2025-07-07 11-50-06;2025-07-07 11-50-24;2025-07-07 11-50-43;2025-07-07 11-51-01;2025-07-07 11-51-19;2025-07-07 11-51-38;2025-07-07 11-51-56;2025-07-07 11-52-14;2025-07-07 11-52-32;2025-07-07 11-52-51;2025-07-07 11-53-10;2025-07-07 11-53-28;2025-07-07 11-53-46;2025-07-07 11-54-04;2025-07-07 11-54-22;2025-07-07 11-54-40;2025-07-07 11-54-58;2025-07-07 11-55-17;2025-07-07 11-55-35;2025-07-07 11-55-53;2025-07-07 11-56-11;2025-07-07 11-56-29;2025-07-07 11-56-48;2025-07-07 11-57-06;2025-07-07 11-57-24
0.010;2.036400;2.026400;2.016000;2.054300;1.865800;2.013400;2.067700;1.871600;1.997600;2.067700;1.978400;2.032600;1.947100;2.028900;2.045100;2.048900;2.058100;2.043100;1.900800;2.057700;2.079800;2.039700;1.970500;2.053900;2.038500;2.010100;1.923300;2.038900;1.914200;2.052200;2.065600;2.048500;2.028500;2.046000;2.062700;1.915400;2.033900;1.917100;1.884100;1.884600;2.028900;2.019300;2.053100;2.061800;1.955000;1.937100;2.076000;1.979700;2.032600;2.030500;1.896600;2.058900;2.053100;2.057700;2.019700;1.940000;2.056400;1.934600;1.927100;1.895000;2.043900;1.987200;1.996800;2.062700;1.884200;2.067700;1.867900;2.045600;2.033500;2.038500;2.036800;2.034300;2.023900;2.035100;2.015500;2.036800;1.885000;2.037600;2.011000;1.951700;1.969600;1.988000;2.046800;2.013400;1.877900;2.044700;2.026000;2.024300;2.052700;1.869100;2.029700;2.061000;2.039700;2.024300;2.048500;1.877000;2.000500;1.887100;2.025500;2.010500;1.878300;2.049700;2.010900;1.993400;1.861200;1.977600;1.961700;2.044700;2.055100;2.038900;2.052200;2.042600;2.079400;2.029700;2.041400;2.045200;1.859100;1.920000;1.897900;2.031000;2.038000;2.049700;2.031400;2.056000;1.899600;2.029300;2.042200;2.033500;2.031400;2.066800;1.889100;1.980900;2.048100;2.026400;2.040100;2.041800;1.917900;1.872900;2.051000;1.867500;1.933400;1.897900;1.877900;1.973400;2.030500;1.927500;1.934600;1.875800;1.875800;2.017600;1.986700;2.033500;2.025500;1.968400;2.036800;1.963800;2.024300;1.999700;1.943300;2.041800;1.972200;2.056800;1.892900;2.034300;2.036000;2.030500;2.021800;2.028900;1.922900;1.925900;1.873700;2.038900;2.046800;2.042700;2.064800;2.055200;2.037200;1.922100;1.881200;2.041800;2.017200;1.910800;2.044700;2.030100;1.886600;2.063900;2.045200;2.041000;1.860800
0.020;1.927100;1.970100;2.016000;1.908300;1.865800;1.892100;2.067700;1.871600;1.890400;2.067700;1.978400;1.905000;1.921300;2.035100;2.029700;1.919200;1.903700;1.899600;1.900800;1.909200;1.971700;1.902100;1.970500;2.053900;1.914600;1.900800;1.923300;1.922500;1.945900;1.912900;2.003400;1.998800;2.035600;1.933800;2.007600;1.915400;1.983400;1.916700;1.912500;1.900400;1.938400;1.899200;2.053100;1.946700;1.923400;1.912900;1.963000;1.876600;1.932100;2.036000;1.912100;1.942500;1.903300;2.057700;1.862000;1.940000;1.922100;1.887000;1.927100;1.902100;2.047200;1.987200;1.996800;2.047200;1.884200;1.904600;1.898300;1.905000;1.885800;1.904600;2.036800;1.922100;1.954200;1.971700;1.910000;2.036800;1.885000;1.896200;2.011000;1.913300;1.969600;1.988000;1.978000;2.013400;1.914200;2.026400;2.026000;1.864900;1.936300;1.869100;1.970500;1.952100;1.884100;1.890000;1.905800;1.877000;1.900800;1.887100;1.921700;1.908800;1.878300;2.049700;2.013800;1.884500;1.861200;1.873300;1.927900;1.899600;2.063900;2.038900;2.052200;1.983800;2.079400;1.999300;2.010500;2.020500;1.912500;1.920000;1.940900;2.018500;1.882100;2.057700;1.968400;1.997600;1.899600;2.029300;1.980900;1.971300;1.974600;1.947500;1.910400;1.873700;2.048100;2.026400;1.976700;2.027600;1.917900;1.915800;1.988800;1.867500;1.904600;1.930800;1.877900;1.877900;2.011800;1.900000;1.908800;1.875800;1.875800;1.876200;1.986700;1.887900;1.967100;1.968400;2.021400;1.963800;1.917100;1.870800;1.895400;2.041800;1.887900;1.940900;1.892900;2.036800;2.036000;1.976300;2.021800;1.896200;1.903300;1.925900;1.918400;2.042700;2.035100;1.975900;1.910800;1.990500;2.029700;1.885800;1.881200;2.051400;2.007600;1.888300;1.961300;1.921300;1.886600;2.060200;1.880000;2.041000;1.900800
0.030;1.867000;1.866200;1.887500;1.932500;1.646400;1.892100;1.906700;1.657200;1.906200;1.922100;1.892900;1.905000;1.817000;1.928300;1.877900;1.919200;1.903700;1.899600;1.808200;1.909200;1.971700;1.930000;1.881600;1.925800;1.927900;1.913300;1.788600;1.871200;1.716000;1.912900;1.892500;1.998800;1.889600;1.884100;1.890000;1.813700;1.879900;1.821200;1.665600;1.900400;1.938400;1.923800;1.940900;1.907900;1.923400;1.815300;1.906700;1.811200;1.892000;1.885000;1.912100;1.903300;1.903300;1.901200;1.901200;1.812800;1.922100;1.812800;1.808600;1.811100;1.935000;1.897900;1.911200;1.895400;1.684700;1.904600;1.677700;1.905000;1.885800;1.903700;1.907900;1.891200;1.873700;1.867000;1.884100;1.898700;1.904600;1.896200;1.861200;1.821100;1.870400;1.903300;1.875000;1.891200;1.677700;1.896600;1.919200;1.900400;1.896600;1.658900;1.867500;1.936700;1.910400;1.914600;1.905800;1.663500;1.909200;1.792400;1.921700;1.908800;1.908300;1.914200;1.887500;1.909600;1.662700;1.812000;1.842800;1.899600;1.902100;1.948400;1.908700;1.888700;1.910400;1.895800;1.888700;1.875000;1.663500;1.825700;1.701000;1.884100;1.882100;1.921700;1.883300;1.892500;1.697300;1.909600;1.879600;1.872900;1.974600;1.947500;1.910400;1.812400;1.939600;1.896600;1.874200;1.880400;1.827800;1.673900;1.988800;1.681400;1.816200;1.930800;1.684800;1.805700;1.869500;1.900000;1.816200;1.906700;1.817000;1.914200;1.890800;1.910000;1.863700;1.899100;1.879100;1.866200;1.917100;1.925400;1.821600;1.914600;1.815700;1.914600;1.806500;2.036800;1.971300;1.873700;1.931700;1.918800;1.903300;1.897500;1.686400;1.890000;1.891200;1.894100;1.934600;1.889500;1.884100;1.802400;1.802000;1.899200;1.872000;1.813200;1.907500;1.875000;1.906200;1.952500;1.880000;1.891200;1.672700
0.040;1.786100;1.866200;1.887500;1.692700;1.646400;1.662600;1.906700;1.657200;1.683100;1.931700;1.892900;1.668100;1.687700;1.902100;1.877900;1.919600;1.929200;1.905800;1.675600;1.915400;1.835800;1.687700;1.888700;1.925800;1.706000;1.693500;1.788600;1.783200;1.778600;1.935900;1.922900;1.915800;1.896600;1.802400;1.923800;1.813700;1.887900;1.694800;1.747800;1.668100;1.897000;1.923800;1.940900;1.907900;1.703900;1.686000;1.840700;1.655200;1.892000;1.904600;1.676400;1.903300;1.913300;1.901200;1.656400;1.812800;1.949600;1.679300;1.808600;1.811100;1.894100;1.914200;1.927900;1.928800;1.684700;1.816600;1.677700;1.942500;1.913300;1.682300;1.918800;1.794500;1.875000;1.902900;1.865800;1.898700;1.688500;1.917900;1.892500;1.821100;1.888300;1.919200;1.875000;1.891200;1.677700;1.917500;1.919200;1.666800;1.895800;1.658900;1.867500;1.823700;1.798200;1.796100;1.931300;1.663500;1.703900;1.679800;1.800700;1.892900;1.677700;1.914200;1.893300;1.691000;1.662700;1.812000;1.714400;1.923300;1.946300;1.948400;1.945900;1.901200;1.910400;1.895800;1.888700;1.917900;1.749800;1.701900;1.701000;1.896600;1.922100;1.938800;1.883300;1.892500;1.697300;1.909600;1.906200;1.900800;1.900400;1.915000;1.687300;1.680200;1.903700;1.926300;1.874200;1.914600;1.827800;1.764400;1.892900;1.681400;1.816200;1.816100;1.684800;1.687300;1.916700;1.704400;1.816200;1.683900;1.679700;1.675600;1.923400;1.797000;1.890800;1.899100;1.907500;1.906200;1.688100;1.925400;1.821600;1.914600;1.693900;1.914600;1.806500;1.889500;1.872000;1.912500;1.931700;1.807000;1.809100;1.897500;1.686400;1.917500;1.891200;1.914200;1.830300;1.918400;1.907900;1.693900;1.802000;1.927900;1.917100;1.813200;1.907500;1.875000;1.704800;1.908700;1.911700;1.937500;1.672700
0.050;1.646000;1.652600;1.653500;1.692700;1.693100;1.713100;1.916300;1.705600;1.728600;1.815300;1.663900;1.731900;1.756100;1.902100;1.797400;1.813200;1.802000;1.790300;1.731500;1.800700;1.835800;1.687700;1.673100;1.691000;1.764400;1.742300;1.672200;1.783200;1.778600;1.814100;1.680200;1.915800;1.896600;1.661800;1.923800;1.690600;1.676000;1.694800;1.747800;1.742300;1.806100;1.753200;1.822400;1.692700;1.703900;1.760700;1.840700;1.655200;1.797400;1.794000;1.676400;1.814100;1.813200;1.827800;1.737300;1.685600;1.832400;1.765300;1.666000;1.779000;1.809500;1.701000;1.703100;1.703500;1.753200;1.690200;1.742300;1.831600;1.796500;1.750700;1.896200;1.671400;1.875000;1.902900;1.865800;1.795300;1.741500;1.917900;1.658100;1.698500;1.678900;1.698500;1.897500;1.873300;1.762800;1.917500;1.802800;1.666800;1.895800;1.746500;1.891600;1.823700;1.798200;1.684800;1.709800;1.756100;1.761100;1.754400;1.800700;1.782800;1.751900;1.818700;1.893300;1.691000;1.737300;1.674300;1.714400;1.805300;1.827400;1.706500;1.709800;1.688500;1.946300;1.689300;1.935000;1.674800;1.749800;1.818600;1.802400;1.681400;1.681800;1.836200;1.901600;1.711100;1.788600;1.800700;1.906200;1.900800;1.900400;1.827400;1.687300;1.772400;1.905000;1.803200;1.897100;1.914600;1.712700;1.770700;1.914200;1.778600;1.784000;1.705200;1.769000;1.771500;1.803200;1.704400;1.703500;1.765300;1.784900;1.774900;1.703500;1.696400;1.678100;1.696900;1.907500;1.676000;1.688100;1.802400;1.777800;1.804900;1.790700;1.705600;1.697700;1.905800;1.902100;1.691000;1.704800;1.807000;1.700600;1.698100;1.784900;1.807400;1.824100;1.704800;1.830300;1.702300;1.799000;1.693900;1.687300;1.822400;1.917100;1.802800;1.904200;1.682700;1.774400;1.916300;1.809100;1.702300;1.762700
0.060;1.684800;1.652600;1.698100;1.742700;1.730200;1.716900;1.690200;1.705600;1.737700;1.690600;1.715600;1.722700;1.756100;1.667700;1.797400;1.686800;1.684800;1.669700;1.766100;1.681400;1.709400;1.759900;1.673100;1.755700;1.771100;1.742300;1.729000;1.646800;1.777800;1.693900;1.680200;1.694800;1.667700;1.661800;1.746500;1.762800;1.676000;1.798200;1.733600;1.737700;1.678900;1.753200;1.696000;1.692700;1.764900;1.760700;1.773200;1.756500;1.675200;1.671000;1.753600;1.679800;1.677300;1.679300;1.738600;1.747800;1.719800;1.794900;1.770700;1.779000;1.678100;1.757800;1.785300;1.703500;1.756100;1.765700;1.755200;1.701000;1.679300;1.757800;1.699800;1.749000;1.734800;1.740200;1.726100;1.668100;1.763200;1.680600;1.739000;1.777800;1.678900;1.780700;1.673500;1.682700;1.760700;1.698900;1.673100;1.738100;1.750700;1.750700;1.666800;1.720200;1.766100;1.760300;1.776500;1.733600;1.761100;1.797800;1.660100;1.670200;1.763600;1.685200;1.691800;1.782800;1.756900;1.760700;1.792800;1.707300;1.707700;1.806600;1.709800;1.688500;1.702700;1.689300;1.807800;1.674800;1.770300;1.818600;1.800300;1.769500;1.786900;1.724400;1.686400;1.711100;1.796100;1.687700;1.693900;1.764900;1.689800;1.721500;1.777800;1.802400;1.703900;1.803200;1.676800;1.689700;1.806600;1.822400;1.691400;1.781900;1.784000;1.801500;1.787800;1.809500;1.691800;1.780700;1.793600;1.791100;1.784900;1.778200;1.703500;1.765700;1.756900;1.762400;1.779000;1.771100;1.784100;1.703100;1.777800;1.696900;1.790700;1.705600;1.779000;1.801500;1.676400;1.764000;1.802000;1.789500;1.792400;1.763200;1.788600;1.711900;1.824100;1.704800;1.815300;1.702300;1.698900;1.807000;1.781100;1.822400;1.771500;1.802800;1.693100;1.682700;1.774400;1.916300;1.691800;1.702300;1.778200
0.070;1.684800;1.690600;1.685600;1.743600;1.754000;1.716900;1.737300;1.774000;1.737700;1.743600;1.716900;1.789500;1.776500;1.667700;1.656400;1.747300;1.684800;1.726900;1.779000;1.681400;1.764800;1.752300;1.739800;1.767400;1.771100;1.818700;1.773200;1.716500;1.849100;1.774000;1.755300;1.742800;1.667700;1.738600;1.746500;1.792800;1.724000;1.798200;1.810300;1.815700;1.678900;1.780700;1.786500;1.758600;1.812000;1.787800;1.773200;1.772300;1.749000;1.671000;1.781100;1.760300;1.764400;1.771900;1.738600;1.796100;1.719800;1.794900;1.786500;1.780300;1.678100;1.774400;1.790300;1.773200;1.819900;1.765700;1.805700;1.797000;1.679300;1.757800;1.761100;1.749000;1.734800;1.740200;1.726100;1.759400;1.812800;1.680600;1.750300;1.816600;1.746500;1.776900;1.740700;1.727300;1.817400;1.754400;1.773200;1.759000;1.750700;1.810700;1.732300;1.794500;1.766100;1.760300;1.784000;1.826600;1.776500;1.809100;1.752300;1.670200;1.818700;1.789500;1.749400;1.782800;1.800700;1.796100;1.830300;1.707300;1.707700;1.793200;1.812400;1.759000;1.795700;1.781500;1.712300;1.769400;1.805700;1.854100;1.849100;1.769500;1.786900;1.724400;1.761500;1.779500;1.864100;1.789900;1.766500;1.764900;1.757700;1.802800;1.802000;1.802400;1.765300;1.787400;1.775700;1.774500;1.832400;1.822400;1.784500;1.836600;1.812000;1.807800;1.837400;1.809500;1.691800;1.821600;1.818200;1.819900;1.830300;1.778200;1.806100;1.765700;1.756900;1.787400;1.779000;1.775700;1.784100;1.799100;1.829900;1.798700;1.806600;1.784900;1.807800;1.688900;1.768200;1.764000;1.803200;1.789500;1.802000;1.786500;1.847400;1.711900;1.712700;1.792000;1.815300;1.788600;1.698900;1.807000;1.803200;1.717700;1.771500;1.799100;1.784000;1.754400;1.846200;1.727300;1.797000;1.810300;1.839900
0.080;1.740200;1.686400;1.685600;1.807400;1.754000;1.794400;1.737300;1.774000;1.790700;1.743600;1.716900;1.793200;1.813200;1.731500;1.741500;1.783200;1.787000;1.769000;1.779000;1.776900;1.808700;1.817400;1.739800;1.767400;1.833700;1.818700;1.773200;1.744800;1.846200;1.792400;1.756100;1.766900;1.745700;1.770300;1.767400;1.792800;1.745700;1.814900;1.813700;1.812400;1.793600;1.832800;1.786500;1.785300;1.832400;1.814500;1.817000;1.802800;1.781900;1.756900;1.792400;1.784500;1.781100;1.771900;1.796500;1.796100;1.827000;1.812800;1.786500;1.816100;1.765700;1.774400;1.790300;1.779500;1.819900;1.818700;1.819500;1.819900;1.792400;1.823200;1.761100;1.771900;1.724800;1.741500;1.731500;1.759400;1.812800;1.776900;1.793200;1.834500;1.746500;1.776900;1.745700;1.727300;1.834100;1.774400;1.773200;1.800700;1.771500;1.810700;1.746100;1.825800;1.774500;1.784000;1.846200;1.826600;1.839900;1.809100;1.798200;1.766500;1.818700;1.789500;1.781500;1.824500;1.800700;1.812800;1.847000;1.813200;1.815300;1.793200;1.812400;1.773200;1.795700;1.773200;1.797000;1.776900;1.837800;1.854100;1.864500;1.768600;1.839100;1.820300;1.782400;1.808700;1.864100;1.805300;1.787400;1.789500;1.781100;1.827000;1.824900;1.824100;1.765300;1.787400;1.789000;1.789500;1.832400;1.835800;1.791100;1.836600;1.824100;1.807800;1.837400;1.824500;1.806100;1.829900;1.839100;1.819900;1.830300;1.849100;1.806100;1.803200;1.772800;1.787400;1.776500;1.775700;1.838700;1.812800;1.827400;1.798700;1.832000;1.796500;1.807800;1.778200;1.768200;1.803700;1.803200;1.809900;1.834500;1.786500;1.844100;1.790300;1.809900;1.793200;1.832400;1.793600;1.782400;1.811600;1.803200;1.819100;1.802400;1.828200;1.771500;1.794900;1.846200;1.780700;1.794000;1.810300;1.832400
0.090;1.777800;1.764400;1.772800;1.836600;1.801600;1.794400;1.809100;1.779900;1.808600;1.772300;1.798200;1.793200;1.824500;1.765300;1.759400;1.783200;1.787000;1.769000;1.802800;1.776900;1.828300;1.840800;1.789000;1.837000;1.833700;1.812400;1.792800;1.774000;1.846200;1.792400;1.811100;1.766900;1.778200;1.790700;1.812400;1.838300;1.791100;1.845800;1.807400;1.812400;1.793600;1.843300;1.846600;1.829100;1.832400;1.832000;1.827000;1.829100;1.811600;1.771100;1.792400;1.814900;1.781100;1.816600;1.807000;1.839500;1.827000;1.844100;1.835300;1.836200;1.787400;1.830800;1.850400;1.837400;1.829500;1.818700;1.824900;1.819900;1.792400;1.818700;1.769800;1.806600;1.797400;1.798200;1.808600;1.805300;1.824500;1.776900;1.793200;1.834500;1.796500;1.850400;1.811100;1.804100;1.831200;1.834100;1.822000;1.827000;1.830700;1.810300;1.795700;1.845800;1.818200;1.803700;1.846200;1.817000;1.827000;1.834500;1.798200;1.766500;1.830300;1.826200;1.828700;1.842400;1.811100;1.838300;1.878300;1.813200;1.812800;1.867400;1.866600;1.846200;1.846600;1.851600;1.818200;1.831600;1.822000;1.849500;1.846600;1.840300;1.839100;1.833700;1.839100;1.849100;1.863700;1.832400;1.834900;1.831600;1.781100;1.827000;1.824900;1.842000;1.791100;1.818200;1.844500;1.837400;1.875800;1.815300;1.791100;1.834500;1.847900;1.838700;1.839900;1.835300;1.806100;1.829900;1.847900;1.842000;1.843700;1.844500;1.847400;1.821100;1.826200;1.829900;1.840800;1.833300;1.838700;1.848300;1.866200;1.841200;1.833700;1.857400;1.844500;1.778200;1.778200;1.826600;1.854100;1.833700;1.834500;1.831600;1.848700;1.825300;1.824100;1.855400;1.866600;1.853300;1.812800;1.841200;1.843700;1.822000;1.829500;1.860400;1.860800;1.820300;1.824900;1.834100;1.794000;1.854500;1.841600
0.100;1.823700;1.764400;1.772800;1.849100;1.801600;1.805300;1.809100;1.788600;1.819500;1.811200;1.798200;1.798600;1.817400;1.791600;1.759400;1.799900;1.811200;1.784500;1.801100;1.795700;1.854100;1.824500;1.800300;1.837000;1.849900;1.821200;1.809900;1.795300;1.850800;1.833700;1.831600;1.828700;1.794000;1.819900;1.832800;1.838300;1.799100;1.825700;1.844100;1.826600;1.799100;1.843300;1.846600;1.829100;1.838700;1.832000;1.873300;1.801500;1.811600;1.807800;1.806600;1.814900;1.811200;1.816600;1.797800;1.839500;1.876600;1.817400;1.835300;1.836200;1.819900;1.842900;1.858300;1.848700;1.829500;1.857900;1.824900;1.847500;1.820300;1.819900;1.826600;1.809500;1.788600;1.814100;1.785700;1.805300;1.824100;1.819100;1.816200;1.856600;1.806100;1.849900;1.811100;1.804100;1.831200;1.840800;1.822000;1.817400;1.828300;1.810300;1.795700;1.862400;1.826600;1.830300;1.843300;1.817000;1.859500;1.816600;1.840300;1.806200;1.837000;1.826200;1.826600;1.842800;1.811100;1.838300;1.844900;1.831200;1.862100;1.867400;1.859100;1.829500;1.846600;1.851600;1.818200;1.847500;1.842400;1.841600;1.846600;1.811600;1.852900;1.853700;1.839100;1.849100;1.863700;1.832400;1.838300;1.845400;1.827000;1.851600;1.825700;1.823300;1.840800;1.829900;1.844500;1.843300;1.875800;1.853700;1.855000;1.834500;1.847900;1.854500;1.839900;1.843300;1.824500;1.839900;1.847900;1.829500;1.826600;1.842400;1.853700;1.841600;1.819100;1.829900;1.832000;1.837000;1.837900;1.846200;1.866200;1.841200;1.836200;1.857400;1.844500;1.803600;1.835300;1.845400;1.854100;1.844100;1.843300;1.831600;1.848700;1.842000;1.824100;1.854100;1.886200;1.846200;1.837800;1.835800;1.843700;1.867900;1.849500;1.860400;1.860800;1.820300;1.858300;1.862000;1.844500;1.859500;1.848300
